,year,title,original_title,date_published,genre,duration,country,production_company,avg_vote,metascore,content_rating,book,worlwide_gross_income1,worlwide_gross_income2,budget1,budget2,oscar_win,book2,G,NC17,NR,PG,PG-13,R
2315,2014,Million Dollar Arm,Million Dollar Arm,2014-05-16,"Biography, Drama, Sport",124,USA,Walt Disney Pictures,7.0,56.0,PG,,$,38483455,$,25000000.0,0,0,0,0,0,1,0,0
2317,2014,Cut Bank,Cut Bank,2015-04-03,"Crime, Drama, Thriller",93,USA,Kilburn Media,6.1,44.0,R,,$,288591,$,5000000.0,0,0,0,0,0,0,0,1
2318,2014,Vampire Academy,Vampire Academy,2014-05-01,"Action, Comedy, Drama",104,"USA, UK",Angry Films,5.5,31.0,PG-13,,$,15642346,$,30000000.0,0,0,0,0,0,0,1,0
2319,2014,Una fantastica e incredibile giornata da dimenticare,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014-10-10,"Comedy, Family",81,USA,Walt Disney Pictures,6.2,54.0,PG,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",$,100654149,$,28000000.0,0,1,0,0,0,1,0,0
2321,2014,Before I Go to Sleep,Before I Go to Sleep,2014-09-05,"Drama, Horror, Mystery",92,"UK, USA, France, Sweden",Scott Free Productions,6.3,41.0,R,Before I Go to Sleep,$,17669776,$,22000000.0,0,1,0,0,0,0,0,1
2322,2014,Jersey Boys,Jersey Boys,2014-06-18,"Biography, Drama, Music",134,USA,Four Seasons Partnership,6.8,54.0,R,,$,67647013,$,40000000.0,0,0,0,0,0,0,0,1
2324,2014,Sabotage,Sabotage,2014-03-28,"Action, Crime, Drama",109,USA,Open Road Films (II),5.7,41.0,R,,$,22126842,$,35000000.0,0,0,0,0,0,0,0,1
2325,2014,Persecuted,Persecuted,2014-07-18,"Action, Drama, Mystery",91,USA,Indieproduction,3.5,11.0,PG-13,,$,1558836,$,1500000.0,0,0,0,0,0,0,1,0
2326,2014,50 a 1,50 to 1,2014-03-21,Drama,110,USA,Ten Furlongs,6.4,37.0,PG-13,,$,1064454,$,10000000.0,0,0,0,0,0,0,1,0
2327,2014,Il Clown,Clown,2014-11-13,"Drama, Fantasy, Horror",100,"USA, Canada",Cross Creek Pictures,5.7,42.0,R,,$,4381603,$,1500000.0,0,0,0,0,0,0,0,1
2328,2014,Maze Runner - Il labirinto,The Maze Runner,2014-10-08,"Action, Mystery, Sci-Fi",113,"USA, UK",Twentieth Century Fox,6.8,57.0,PG-13,The Maze Runner,$,348319861,$,34000000.0,0,1,0,0,0,0,1,0
2330,2014,Vizio di forma,Inherent Vice,2015-02-26,"Comedy, Crime, Drama",148,USA,Ghoulardi Film Company,6.7,81.0,R,Inherent Vice,$,14710975,$,20000000.0,0,1,0,0,0,0,0,1
2331,2014,Giovani si diventa,While We're Young,2015-07-09,"Comedy, Drama, Mystery",97,USA,IAC Films,6.3,77.0,R,,$,21075757,$,10000000.0,0,0,0,0,0,0,0,1
2332,2014,Ti lascio la mia canzone,Rudderless,2015-02-21,"Comedy, Drama, Music",105,USA,Unified Pictures,7.5,52.0,R,,$,546149,$,5000000.0,0,0,0,0,0,0,0,1
2333,2014,Quel momento imbarazzante,That Awkward Moment,2014-08-28,"Comedy, Romance",94,USA,Treehouse Pictures,6.1,36.0,R,,$,45640143,$,8000000.0,0,0,0,0,0,0,0,1
2338,2014,Unbroken,Unbroken,2015-01-29,"Biography, Drama, Sport",137,USA,3 Arts Entertainment,7.2,59.0,PG-13,,$,161459297,$,65000000.0,0,0,0,0,0,0,1,0
2339,2014,Nut Job - Operazione noccioline,The Nut Job,2014-05-01,"Animation, Adventure, Comedy",85,"Canada, South Korea, USA",Endgame Entertainment,5.7,37.0,PG,,$,120885527,$,42000000.0,0,0,0,0,0,1,0,0
2341,2014,Annie - La felicità è contagiosa,Annie,2015-04-02,"Comedy, Drama, Family",118,USA,Marcy Media,5.3,33.0,PG,,$,136853506,$,65000000.0,0,0,0,0,0,1,0,0
2343,2014,About Last Night,About Last Night,2014-02-14,"Comedy, Romance",100,USA,Screen Gems,6.1,62.0,R,,$,50445860,$,12500000.0,0,0,0,0,0,0,0,1
2344,2014,Storia d'inverno,Winter's Tale,2014-02-13,"Drama, Fantasy, Mystery",118,USA,Village Roadshow Pictures,6.2,31.0,PG-13,Winter's Tale,$,30800231,$,60000000.0,0,1,0,0,0,0,1,0
2345,2014,Divergent,Divergent,2014-04-03,"Action, Adventure, Mystery",139,USA,Summit Entertainment,6.7,48.0,PG-13,Divergent,$,288885818,$,85000000.0,0,1,0,0,0,0,1,0
2346,2014,Captain America: The Winter Soldier,Captain America: The Winter Soldier,2014-03-26,"Action, Adventure, Sci-Fi",136,USA,Marvel Entertainment,7.7,70.0,PG-13,,$,714421503,$,170000000.0,0,0,0,0,0,0,1,0
2347,2014,The Loft,The Loft,2014-10-15,"Mystery, Romance, Thriller",108,"Belgium, USA",Open Road Films,6.3,24.0,R,,$,11020402,$,14000000.0,0,0,0,0,0,0,0,1
2350,2014,The Amazing Spider-Man 2 - Il potere di Electro,The Amazing Spider-Man 2,2014-04-23,"Action, Adventure, Sci-Fi",142,USA,Marvel Enterprises,6.6,53.0,PG-13,,$,708982323,$,200000000.0,0,0,0,0,0,0,1,0
2351,2014,The Judge,The Judge,2014-10-23,"Crime, Drama",141,USA,Warner Bros.,7.4,48.0,R,,$,84419388,$,50000000.0,0,0,0,0,0,0,0,1
2352,2014,X-Men - Giorni di un futuro passato,X-Men: Days of Future Past,2014-05-22,"Action, Adventure, Sci-Fi",132,"USA, UK, Canada",Twentieth Century Fox,8.0,75.0,PG-13,,$,746045700,$,200000000.0,0,0,0,0,0,0,1,0
2355,2014,Pompei,Pompeii,2014-02-20,"Action, Adventure, Drama",105,"Canada, Germany, USA, UK",TriStar Pictures,5.5,39.0,PG-13,Pompeii,$,117831631,$,100000000.0,0,1,0,0,0,0,1,0
2356,2014,Bastardi in divisa,Let's Be Cops,2014-09-25,"Action, Comedy, Crime",104,USA,Genre Films,6.4,30.0,R,,$,138224951,$,17000000.0,0,0,0,0,0,0,0,1
2357,2014,Il paradiso per davvero,Heaven Is for Real,2014-07-10,"Biography, Drama, Family",99,USA,TriStar Pictures,5.8,47.0,PG,,$,101888019,$,12000000.0,0,0,0,0,0,1,0,0
2359,2014,Hunger Games: Il canto della rivolta - Parte I,The Hunger Games: Mockingjay - Part 1,2014-11-20,"Action, Adventure, Sci-Fi",123,"USA, Canada, France",Lionsgate,6.6,64.0,PG-13,,$,755356711,$,125000000.0,0,0,0,0,0,0,1,0
2360,2014,Sex Tape - Finiti in rete,Sex Tape,2014-09-11,"Comedy, Romance",94,USA,Columbia Pictures,5.1,36.0,R,,$,126069509,$,40000000.0,0,0,0,0,0,0,0,1
2361,2014,Noah,Noah,2014-04-10,"Action, Adventure, Drama",138,USA,Paramount Pictures,5.7,68.0,PG-13,,$,359200044,$,125000000.0,0,0,0,0,0,0,1,0
2363,2014,Teneramente folle,Infinitely Polar Bear,2015-06-18,"Comedy, Drama, Romance",90,USA,Paper Street Films,7.0,64.0,R,,$,1824678,$,6700000.0,0,0,0,0,0,0,0,1
2364,2014,Automata,Autómata,2015-02-26,"Action, Drama, Sci-Fi",109,"Spain, Bulgaria",Green Moon,6.1,37.0,R,,$,6237990,$,7000000.0,0,0,0,0,0,0,0,1
2365,2014,La spia - A Most Wanted Man,A Most Wanted Man,2014-10-30,"Crime, Drama, Thriller",122,"UK, USA, Germany",Lionsgate,6.8,73.0,R,,$,36233517,$,15000000.0,0,0,0,0,0,0,0,1
2367,2014,I due volti di gennaio,The Two Faces of January,2014-10-09,"Romance, Thriller",96,"UK, France, USA",Timnick Films,6.2,66.0,PG-13,,$,13551951,$,31000000.0,0,0,0,0,0,0,1,0
2369,2014,Cattivi vicini,Neighbors,2014-08-20,Comedy,97,USA,Good Universe,6.3,68.0,R,,$,270665134,$,18000000.0,0,0,0,0,0,0,0,1
2371,2014,Ossessione omicida,No Good Deed,2014-11-13,"Action, Crime, Drama",84,USA,Screen Gems,5.6,26.0,PG-13,,$,54323210,$,13200000.0,0,0,0,0,0,0,1,0
2373,2014,Guardiani della Galassia,Guardians of the Galaxy,2014-10-22,"Action, Adventure, Comedy",121,USA,Marvel Studios,8.0,76.0,PG-13,,$,772791156,$,170000000.0,0,0,0,0,0,0,1,0
2374,2014,Non-Stop,Non-Stop,2014-05-08,"Action, Mystery, Thriller",106,"UK, France, USA, Canada",StudioCanal,6.9,56.0,PG-13,,$,222809600,$,50000000.0,0,0,0,0,0,0,1,0
2375,2014,Dimmi quando,Laggies,2014-10-24,"Comedy, Drama, Romance",99,USA,Anonymous Content,6.4,63.0,R,,$,2379154,$,5000000.0,0,0,0,0,0,0,0,1
2377,2014,The Gambler,The Gambler,2014-12-25,"Crime, Drama, Thriller",111,USA,Paramount Pictures,6.0,55.0,R,,$,39280992,$,25000000.0,0,0,0,0,0,0,0,1
2379,2014,Old Fashioned,Old Fashioned,2015-02-13,"Drama, Romance",115,USA,Old is New,5.2,29.0,PG-13,,$,1914090,$,600000.0,0,0,0,0,0,0,1,0
2381,2014,13 peccati,13 Sins,2014-04-11,"Horror, Thriller",93,USA,RADiUS-TWC,6.3,44.0,R,,$,826913,$,4000000.0,0,0,0,0,0,0,0,1
2390,2014,The Imitation Game,The Imitation Game,2015-01-01,"Biography, Drama, Thriller",114,"UK, USA",Black Bear Pictures,8.0,73.0,PG-13,,$,233555708,$,14000000.0,1,0,0,0,0,0,1,0
2391,2014,Big Game - Caccia al presidente,Big Game,2015-06-25,"Action, Adventure",90,"Finland, UK, Germany",Subzero Film Entertainment,5.4,53.0,PG-13,,$,7455398,EUR,10455000.0,0,0,0,0,0,0,1,0
2393,2014,Fort Bliss,Fort Bliss,2015-10-01,"Drama, War",116,"Turkey, USA",Yeniceri Produksiyon A.S.,6.4,68.0,NR,,$,669247,$,1000000.0,0,0,0,0,1,0,0,0
2396,2014,Scemo & + scemo 2,Dumb and Dumber To,2014-12-03,Comedy,109,USA,Universal Pictures,5.6,36.0,PG-13,,$,169837010,$,40000000.0,0,0,0,0,0,0,1,0
2397,2014,In the Blood,In the Blood,2014-04-18,"Action, Crime, Thriller",108,"UK, Puerto Rico, USA",Anchor Bay Films,5.7,40.0,R,,$,594860,$,10000000.0,0,0,0,0,0,0,0,1
2398,2014,Tammy,Tammy,2014-07-02,"Comedy, Romance",97,USA,Gary Sanchez Productions,4.9,39.0,R,,$,100375432,$,20000000.0,0,0,0,0,0,0,0,1
2401,2014,Transformers 4 - L'era dell'estinzione,Transformers: Age of Extinction,2014-07-16,"Action, Adventure, Sci-Fi",165,"USA, China, Hong Kong",Paramount Pictures,5.6,32.0,PG-13,,$,1104054072,$,210000000.0,0,0,0,0,0,0,1,0
2403,2014,God Help the Girl,God Help the Girl,2014-08-22,"Drama, Music, Romance",112,UK,Barry Mendel Productions,6.4,58.0,NR,,$,423306,$,1850000.0,0,0,0,0,1,0,0,0
2404,2014,Robot Overlords,Robot Overlords,2015-03-27,"Action, Adventure, Sci-Fi",90,"UK, Canada",Pinewood Studios,4.6,47.0,PG-13,,$,943502,$,21000000.0,0,0,0,0,0,0,1,0
2407,2014,Come ammazzare il capo 2,Horrible Bosses 2,2015-01-08,"Comedy, Crime",108,USA,BenderSpink,6.3,40.0,R,,$,107645357,$,42000000.0,0,0,0,0,0,0,0,1
2408,2014,St. Vincent,St. Vincent,2014-12-18,"Comedy, Drama",102,USA,Chernin Entertainment,7.2,64.0,PG-13,,$,54837234,$,13000000.0,0,0,0,0,0,0,1,0
2410,2014,Maps to the Stars,Maps to the Stars,2014-05-21,"Comedy, Drama",111,"Canada, Germany, France, USA",Prospero Pictures,6.2,67.0,R,,$,4510934,$,15000000.0,0,0,0,0,0,0,0,1
2413,2014,Monuments Men,The Monuments Men,2014-02-13,"Comedy, Drama, History",118,"USA, Germany",Columbia Pictures,6.1,52.0,PG-13,,$,156706638,$,70000000.0,0,0,0,0,0,0,1,0
2421,2014,American Sniper,American Sniper,2015-01-01,"Action, Biography, Drama",133,USA,Warner Bros.,7.3,72.0,R,,$,547426372,$,58800000.0,0,0,0,0,0,0,0,1
2424,2014,Into the Woods,Into the Woods,2015-04-02,"Adventure, Comedy, Drama",125,USA,BBL Motion Picture Studios,5.9,69.0,PG,,$,212902372,$,50000000.0,0,0,0,0,0,1,0,0
2425,2014,Song One,Song One,2015-01-22,"Drama, Music",86,USA,Worldview Entertainment,5.8,48.0,PG-13,,$,408918,$,6000000.0,0,0,0,0,0,0,1,0
2426,2014,Earth to Echo,Earth to Echo,2014-07-02,"Adventure, Family, Sci-Fi",91,USA,Relativity Media,5.8,53.0,PG,,$,45681062,$,13000000.0,0,0,0,0,0,1,0,0
2429,2014,The Dark Horse,The Dark Horse,2014-11-20,"Biography, Drama",124,New Zealand,Four Knights Film,7.5,77.0,R,,$,1862114,NZD,2485000.0,0,0,0,0,0,0,0,1
2435,2014,Tutte contro lui,The Other Woman,2014-06-19,"Comedy, Romance",109,USA,Twentieth Century Fox,6.0,39.0,PG-13,The Other Woman,$,196710396,$,40000000.0,0,1,0,0,0,0,1,0
2436,2014,Addicted - Desiderio irresistibile,Addicted,2014-10-10,"Drama, Thriller",106,USA,Codeblack Entertainment,5.2,32.0,R,Addicted,$,17534314,$,5000000.0,0,1,0,0,0,0,0,1
2437,2014,Transcendence,Transcendence,2014-04-17,"Action, Drama, Sci-Fi",119,"UK, China, USA",Alcon Entertainment,6.3,42.0,PG-13,,$,103039258,$,100000000.0,0,0,0,0,0,0,1,0
2439,2014,Draft Day,Draft Day,2014-04-11,"Drama, Sport",110,USA,Summit Entertainment,6.8,54.0,PG-13,,$,29824199,$,25000000.0,0,0,0,0,0,0,1,0
2440,2015,Jurassic World,Jurassic World,2015-06-11,"Action, Adventure, Sci-Fi",124,USA,Universal Pictures,7.0,59.0,PG-13,,$,1670401444,$,150000000.0,0,0,0,0,0,0,1,0
2441,2015,Ant-Man,Ant-Man,2015-08-12,"Action, Adventure, Comedy",117,USA,Gary Sanchez Productions,7.3,64.0,PG-13,,$,519311965,$,130000000.0,0,0,0,0,0,0,1,0
2442,2015,L'uomo che vide l'infinito,The Man Who Knew Infinity,2016-06-09,"Biography, Drama",108,"UK, USA, Singapore, Hong Kong, United Arab Emirates",Edward R. Pressman Film,7.2,56.0,PG-13,,$,12252684,$,10000000.0,0,0,0,0,0,0,1,0
2446,2015,The Danish Girl,The Danish Girl,2016-02-18,"Biography, Drama, Romance",119,"UK, USA, Germany, Denmark, Belgium, Japan",Working Title Films,7.1,66.0,R,The Danish Girl,$,64191523,$,15000000.0,0,1,0,0,0,0,0,1
2447,2015,Un testimone in affitto,The Wedding Ringer,2015-05-21,Comedy,101,USA,LStar Capital,6.6,35.0,R,,$,79799880,$,23000000.0,0,0,0,0,0,0,0,1
2448,2015,Child 44 - Il bambino n. 44,Child 44,2015-04-30,"Crime, Drama, History",137,"Czech Republic, UK, USA, Russia",Summit Entertainment,6.5,41.0,R,Child 44,$,12951093,$,50000000.0,0,1,0,0,0,0,0,1
2449,2015,All'ultimo voto,Our Brand Is Crisis,2015-10-30,"Comedy, Drama",107,USA,Participant,6.1,53.0,NR,,$,8527658,$,28000000.0,0,0,0,0,1,0,0,0
2451,2015,Poltergeist,Poltergeist,2015-07-02,"Horror, Thriller",93,"USA, Canada",Fox 2000 Pictures,4.9,47.0,PG-13,,$,95437994,$,35000000.0,0,0,0,0,0,0,1,0
2452,2015,Piccoli brividi,Goosebumps,2016-01-21,"Adventure, Comedy, Family",103,"USA, Australia",Columbia Pictures,6.3,60.0,PG,,$,158260952,$,58000000.0,0,0,0,0,0,1,0,0
2455,2015,Sognare è vivere,A Tale of Love and Darkness,2017-06-08,"Biography, Drama, History",95,"Israel, USA",Focus World,6.0,55.0,PG-13,,$,724885,$,4000000.0,0,0,0,0,0,0,1,0
2456,2015,Accidental Love,Accidental Love,2015-06-04,"Comedy, Romance",100,"USA, UK",K. JAM Media,4.1,20.0,PG-13,,$,24487,$,26000000.0,0,0,0,0,0,0,1,0
2458,2015,Demolition: Amare e vivere,Demolition,2016-09-15,"Action, Comedy, Drama",101,USA,Black Label Media,7.0,49.0,R,,$,4366460,$,10000000.0,0,0,0,0,0,0,0,1
2460,2015,La grande Gilly Hopkins,The Great Gilly Hopkins,2016-07-21,"Comedy, Drama, Family",99,USA,Lionsgate Premiere,6.5,47.0,PG,The Great Gilly Hopkins,$,97798,$,5000000.0,0,1,0,0,0,1,0,0
2461,2015,Sotto il cielo delle Hawaii,Aloha,2015-05-29,"Comedy, Drama, Romance",105,USA,Columbia Pictures,5.4,40.0,PG-13,,$,26250020,$,37000000.0,0,0,0,0,0,0,1,0
2462,2015,The Girl King,The Girl King,2015-12-11,"Biography, Drama, History",106,"Finland, Germany, Canada, Sweden, France",Marianna Films,5.9,37.0,NR,,$,369798,EUR,7995000.0,0,0,0,0,1,0,0,0
2463,2015,The Lovers,The Lovers,2015-02-13,"Action, Adventure, Romance",109,"Belgium, India, Australia",Corsan,4.6,19.0,R,,$,66428,$,50000000.0,0,0,0,0,0,0,0,1
2464,2015,Terminator Genisys,Terminator Genisys,2015-07-09,"Action, Adventure, Sci-Fi",126,"USA, Canada",Paramount Pictures,6.3,38.0,PG-13,,$,440603537,$,155000000.0,0,0,0,0,0,0,1,0
2465,2015,Black Mass - L'ultimo gangster,Black Mass,2015-10-08,"Biography, Crime, Drama",123,"USA, UK",Cross Creek Pictures,6.9,68.0,R,,$,99775678,$,53000000.0,0,0,0,0,0,0,0,1
2469,2015,Heart of the Sea - Le origini di Moby Dick,In the Heart of the Sea,2015-12-03,"Action, Adventure, Biography",122,"USA, Australia, Spain",Warner Bros.,6.9,47.0,PG-13,,$,93920758,$,100000000.0,0,0,0,0,0,0,1,0
2479,2015,Mad Max: Fury Road,Mad Max: Fury Road,2015-05-14,"Action, Adventure, Sci-Fi",120,"Australia, South Africa",Warner Bros.,8.1,90.0,R,,$,375225175,$,150000000.0,0,0,0,0,0,0,0,1
2480,2015,Straight Outta Compton,Straight Outta Compton,2015-10-01,"Biography, Drama, History",147,USA,Universal Pictures,7.8,72.0,R,,$,201634991,$,28000000.0,0,0,0,0,0,0,0,1
2481,2015,I Saw the Light,I Saw the Light,2016-04-01,"Biography, Drama, Music",123,USA,BRON Studios,5.7,47.0,R,,$,1767963,$,13000000.0,0,0,0,0,0,0,0,1
2483,2015,Fantastic 4 - I fantastici quattro,Fantastic Four,2015-09-10,"Action, Adventure, Sci-Fi",100,"USA, Germany, UK",Twentieth Century Fox,4.3,27.0,PG-13,,$,167882881,$,120000000.0,0,0,0,0,0,0,1,0
2485,2015,The Vatican Tapes,The Vatican Tapes,2016-01-07,"Horror, Thriller",91,USA,Lionsgate,4.8,38.0,PG-13,,$,13015764,$,8000000.0,0,0,0,0,0,0,1,0
2486,2015,Come ti rovino le vacanze,Vacation,2015-08-12,"Adventure, Comedy",99,USA,BenderSpink,6.1,34.0,R,,$,107228221,$,31000000.0,0,0,0,0,0,0,0,1
2487,2015,Daddy's Home,Daddy's Home,2016-01-14,"Comedy, Family",96,USA,Paramount Pictures,6.2,42.0,PG-13,,$,242786137,$,50000000.0,0,0,0,0,0,0,1,0
2488,2015,Il viaggio di Norm,Norm of the North,2016-02-04,"Animation, Adventure, Comedy",88,"USA, India, Ireland",Assemblage Entertainment,3.4,21.0,PG,,$,30734502,$,7000000.0,0,0,0,0,0,1,0,0
2493,2015,La grande scommessa,The Big Short,2016-01-07,"Biography, Comedy, Drama",130,USA,Paramount Pictures,7.8,81.0,R,,$,133440870,$,28000000.0,1,0,0,0,0,0,0,1
2496,2015,Jupiter - Il destino dell'universo,Jupiter Ascending,2015-02-05,"Action, Adventure, Sci-Fi",127,"USA, Australia",Warner Bros.,5.3,40.0,PG-13,,$,183887723,$,176000000.0,0,0,0,0,0,0,1,0
2497,2015,The Last Witch Hunter - L'ultimo cacciatore di streghe,The Last Witch Hunter,2015-10-29,"Action, Adventure, Fantasy",106,"USA, China, Canada",Summit Entertainment,6.0,34.0,PG-13,,$,146936910,$,90000000.0,0,0,0,0,0,0,1,0
2499,2015,Adaline - L'eterna giovinezza,The Age of Adaline,2015-04-23,"Drama, Fantasy, Romance",112,"USA, Canada",Lakeshore Entertainment,7.2,51.0,PG-13,,$,65663276,$,25000000.0,0,0,0,0,0,0,1,0
2500,2015,"Freeheld: Amore, giustizia, uguaglianza",Freeheld,2015-11-05,"Biography, Drama, Romance",103,"USA, UK, France",Double Feature Films,6.6,50.0,PG-13,,$,1474471,$,7000000.0,0,0,0,0,0,0,1,0
2502,2015,Cenerentola,Cinderella,2015-03-12,"Drama, Family, Fantasy",105,"USA, UK",Allison Shearmur Productions,6.9,67.0,PG,Cinderella,$,542351353,$,95000000.0,0,1,0,0,0,1,0,0
2694,2015,Revenant - Redivivo,The Revenant,2016-01-16,"Action, Adventure, Drama",156,"USA, Hong Kong, Taiwan",Regency Enterprises,8.0,76.0,R,The Revenant,$,532950503,$,135000000.0,0,1,0,0,0,0,0,1
2695,2015,Martyrs,Martyrs,2016-01-22,"Drama, Horror, Thriller",86,USA,Blumhouse Productions,4.0,22.0,R,,$,397072,$,1000000.0,0,0,0,0,0,0,0,1
2697,2015,Entourage,Entourage,2015-07-15,Comedy,104,USA,Warner Bros.,6.6,38.0,R,,$,49263404,$,30000000.0,0,0,0,0,0,0,0,1
2699,2015,Ritorno alla vita,Every Thing Will Be Fine,2015-09-24,Drama,118,"Germany, Canada, France, Sweden, Norway",Neue Road Movies,5.4,32.0,NR,,$,554953,$,12000000.0,0,0,0,0,1,0,0,0
2701,2015,Manuale scout per l'apocalisse zombie,Scouts Guide to the Zombie Apocalypse,2015-10-30,"Action, Comedy, Horror",93,USA,Paramount Pictures,6.3,32.0,R,,$,16137046,$,15000000.0,0,0,0,0,0,0,0,1
2703,2015,Il segreto dei suoi occhi,Secret in Their Eyes,2015-11-12,"Crime, Drama, Mystery",111,"USA, UK, Spain, South Korea",IM Global,6.3,45.0,PG-13,,$,34854990,$,19500000.0,0,0,0,0,0,0,1,0
2706,2015,La canzone della vita - Danny Collins,Danny Collins,2015-04-10,"Biography, Comedy, Drama",106,USA,Big Indie Pictures,7.0,58.0,R,,$,10835752,$,10000000.0,0,0,0,0,0,0,0,1
2707,2015,No Escape - Colpo di stato,No Escape,2015-09-10,"Action, Thriller",103,"USA, Thailand",Bold Films,6.8,38.0,R,,$,54418872,$,16200000.0,0,0,0,0,0,0,0,1
2708,2015,Southpaw - L'ultima sfida,Southpaw,2015-09-02,"Action, Drama, Sport",124,"Hong Kong, USA",Escape Artists,7.4,57.0,R,,$,91970827,$,30000000.0,0,0,0,0,0,0,0,1
2709,2015,Little Boy,Little Boy,2015-04-24,"Drama, History, War",106,"Mexico, USA",Metanoia Films,7.4,30.0,PG-13,,$,17572289,$,20000000.0,0,0,0,0,0,0,1,0
2710,2015,Humandroid,Chappie,2015-04-09,"Action, Crime, Drama",120,"South Africa, USA",Columbia Pictures,6.8,41.0,R,,$,102811889,$,49000000.0,0,0,0,0,0,0,0,1
2711,2015,Queen of the Desert,Queen of the Desert,2017-04-14,"Adventure, Biography, Drama",128,"USA, Morocco",Benaroya Pictures,5.7,39.0,PG-13,,$,1592853,$,15000000.0,0,0,0,0,0,0,1,0
2720,2015,Le sorelle perfette,Sisters,2016-08-04,Comedy,118,USA,Little Stranger,6.0,58.0,R,Sisters,$,105011053,$,30000000.0,0,1,0,0,0,0,0,1
2726,2015,Il caso Spotlight,Spotlight,2016-02-18,"Biography, Crime, Drama",129,USA,Participant,8.1,93.0,R,,$,98690254,$,20000000.0,1,0,0,0,0,0,0,1
2727,2015,Hunger Games: Il canto della rivolta - Parte 2,The Hunger Games: Mockingjay - Part 2,2015-11-19,"Action, Adventure, Sci-Fi",137,"USA, Germany, Canada, France",Lionsgate,6.5,65.0,PG-13,,$,658344137,$,160000000.0,0,0,0,0,0,0,1,0
2728,2015,Tomorrowland - Il mondo di domani,Tomorrowland,2015-05-21,"Action, Adventure, Family",130,"USA, Spain, France, Canada, UK",Walt Disney Pictures,6.4,60.0,PG,,$,209035668,$,190000000.0,0,0,0,0,0,1,0,0
2729,2015,Victor: La storia segreta del dottor Frankenstein,Victor Frankenstein,2016-04-07,"Drama, Horror, Sci-Fi",110,"UK, Canada, USA",Davis Entertainment,6.0,36.0,PG-13,,$,34227298,$,65000000.0,0,0,0,0,0,0,1,0
2730,2015,Il viaggio di Arlo,The Good Dinosaur,2015-11-25,"Animation, Adventure, Comedy",93,USA,Pixar Animation Studios,6.7,66.0,PG,,$,332207671,$,200000000.0,0,0,0,0,0,1,0,0
2731,2015,The 33,The 33,2015-08-06,"Biography, Drama, History",127,"Chile, Colombia, Spain, USA",Alcon Entertainment,6.9,55.0,PG-13,,$,27972023,$,26000000.0,0,0,0,0,0,0,1,0
2734,2015,Point Break,Point Break,2016-01-27,"Action, Adventure, Crime",114,"China, Germany, USA, Austria, Italy, Canada",Alcon Entertainment,5.3,34.0,PG-13,,$,133718711,$,105000000.0,0,0,0,0,0,0,1,0
2736,2015,Steve Jobs,Steve Jobs,2016-01-21,"Biography, Drama",122,"UK, USA",Universal Pictures,7.2,82.0,R,Steve Jobs,$,34441873,$,30000000.0,0,1,0,0,0,0,0,1
2740,2015,Mr. Right,Mr. Right,2017-05-13,"Action, Comedy, Romance",95,USA,Amasia Entertainment,6.3,52.0,R,,$,607595,$,8000000.0,0,0,0,0,0,0,0,1
2744,2015,Inside Out,Inside Out,2015-09-16,"Animation, Adventure, Comedy",95,USA,Pixar Animation Studios,8.1,94.0,PG-13,Inside Out,$,858071350,$,175000000.0,0,1,0,0,0,0,1,0
2746,2015,Pixels,Pixels,2015-07-29,"Action, Comedy, Fantasy",105,"USA, China, Canada",Columbia Pictures,5.5,27.0,PG-13,,$,244874809,$,88000000.0,0,0,0,0,0,0,1,0
2747,2015,Final Girl,Final Girl,2015-08-14,"Horror, Thriller",84,"Canada, USA",NGN Productions,4.7,,R,,$,33411,$,8000000.0,0,0,0,0,0,0,0,1
2748,2015,San Andreas,San Andreas,2015-05-28,"Action, Adventure, Drama",114,USA,New Line Cinema,6.1,43.0,PG-13,,$,473990832,$,110000000.0,0,0,0,0,0,0,1,0
2750,2015,Jane Got a Gun,Jane Got a Gun,2016-01-29,"Action, Drama, Western",98,USA,1821 Pictures,5.9,49.0,R,,$,3067531,$,25000000.0,0,0,0,0,0,0,0,1
2752,2015,Urban Hymn,Urban Hymn,2016-09-30,"Crime, Drama",114,UK,Eclipse Films,6.5,51.0,NR,,$,1115,$,3000000.0,0,0,0,0,1,0,0,0
2754,2015,Run All Night - Una notte per sopravvivere,Run All Night,2015-04-30,"Action, Crime, Drama",114,USA,Warner Bros.,6.6,59.0,R,,$,71561644,$,50000000.0,0,0,0,0,0,0,0,1
2756,2015,Segreti di famiglia,Louder Than Bombs,2016-06-23,Drama,109,"Norway, France, Denmark, USA",Motlys,6.6,70.0,R,,$,1160724,$,11000000.0,0,0,0,0,0,0,0,1
2778,2015,Home - A casa,Home,2015-03-26,"Animation, Adventure, Comedy",94,USA,DreamWorks Animation,6.6,55.0,PG,Home,$,386041607,$,135000000.0,0,1,0,0,0,1,0,0
2780,2016,"Ave, Cesare!","Hail, Caesar!",2016-03-10,"Comedy, Drama, Music",106,"USA, UK, Japan",Universal Pictures,6.3,72.0,PG-13,,$,63647656,$,22000000.0,0,0,0,0,0,0,1,0
2796,2016,Silence,Silence,2017-01-12,"Drama, History",161,"USA, UK, Taiwan, Japan, Mexico, Italy",SharpSword Films,7.2,79.0,R,Silence,$,23834809,$,46000000.0,0,1,0,0,0,0,0,1
