,title,original_title,year,date_published,genre,duration,country,production_company,actors,avg_vote,budget,usa_gross_income,worlwide_gross_income,metascore,content_rating,oscar_name,oscar_category,oscar_winner,book
62,I ragazzi stanno bene,The Kids Are All Right,2010,2011-03-04,"Comedy, Drama, Romance",106,"USA, France",Focus Features,"Julianne Moore, Annette Bening, Mark Ruffalo, Mia Wasikowska, Josh Hutcherson, Yaya DaCosta, Kunal Sharma, Eddie Hassell, Zosia Mamet, Joaquín Garrido, Rebecca Lawrence Levy, Lisa Eisner, Eric Eisner, Sasha Spielberg, James MacDonald",7.0,$ 4000000,$ 20811365,$ 34758951,86.0,R,Annette Bening,ACTRESS IN A LEADING ROLE,False,
63,I ragazzi stanno bene,The Kids Are All Right,2010,2011-03-04,"Comedy, Drama, Romance",106,"USA, France",Focus Features,"Julianne Moore, Annette Bening, Mark Ruffalo, Mia Wasikowska, Josh Hutcherson, Yaya DaCosta, Kunal Sharma, Eddie Hassell, Zosia Mamet, Joaquín Garrido, Rebecca Lawrence Levy, Lisa Eisner, Eric Eisner, Sasha Spielberg, James MacDonald",7.0,$ 4000000,$ 20811365,$ 34758951,86.0,R,"Gary Gilbert, Jeffrey Levy-Hinte and Celine Rattray, Producers",BEST PICTURE,False,
64,I ragazzi stanno bene,The Kids Are All Right,2010,2011-03-04,"Comedy, Drama, Romance",106,"USA, France",Focus Features,"Julianne Moore, Annette Bening, Mark Ruffalo, Mia Wasikowska, Josh Hutcherson, Yaya DaCosta, Kunal Sharma, Eddie Hassell, Zosia Mamet, Joaquín Garrido, Rebecca Lawrence Levy, Lisa Eisner, Eric Eisner, Sasha Spielberg, James MacDonald",7.0,$ 4000000,$ 20811365,$ 34758951,86.0,R,Written by Lisa Cholodenko & Stuart Blumberg,WRITING (Original Screenplay),False,
65,Killer by Nature,Killer by Nature,2010,2010,"Adventure, Crime, Drama",94,USA,Daydreamin' Pictures,"Zachary Ray Sherman, Ron Perlman, Armand Assante, Lin Shaye, Haley Hudson, Richard Riehle, Richard Portnow, Svetlana Efremova, Jason Hildebrandt, Ron McCoy, Lee de Broux, Michael Adam Hamilton, Joe Taylor, Corey Browne, Bill Cook",3.6,,,,,,,,,
66,Gangster Exchange,Gangster Exchange,2010,2010-02-19,"Action, Comedy",95,Canada,Aquila Pictures,"Christopher Russell, Nobuya Shimamoto, Aaron Poole, Sarain Boylan, Jasmin Geljo, Zeljko Kecojevic, Walter Alza, Steven P. Park, Denis Akiyama, David Krae, Hugh Barnett, James Binkley, Kresimir Bosiljevac, Goûchy Boy, James Edward Campbell",4.4,,,,,,,,,
67,Neowolf,Neowolf,2010,2010-04-20,"Horror, Thriller",88,USA,Intermedia Artists,"Michael Frascino, Heidi Johanningmeier, Agim Kaba, Veronica Cartwright, Ryan Ross, Megan Pepin, Sevy Di Cione, Brayden Pierce, Jesse Ramirez, Johanna Putnam, Tyler Smalley, Christopher Runyon, Keith Angell, Stephanie Katz, Tiffany Shepis",2.1,,,,,,,,,
68,Risen,Risen,2010,2011-05-13,"Biography, Drama",121,UK,Burn Hand Film Productions,"Stuart Brennan, John Noble, Erik Morales, Shane Richie, Grainne Joughin, Ed Eales White, Boyd Clack, Helen Griffin, Simon Phillips, Leon Sua, Don James, Enzo Maccarinelli, Simon Wakeford, Billy Rumbol, Eddie Avoth",5.2,GBP 200000,,,,PG-13,,,,
69,Kolorádó Kid,Kolorádó Kid,2010,2010-10-14,"Drama, Romance",111,"Hungary, UK",Cameofilm,"Zsolt Nagy, Lilla Sárosdi, Tibor Gáspár, Károly Hajduk, Péter Kokics, Zola Szabó, Mike Kelly, Béla Máriáss, Zoltán Varga, Zénó Kárász, Adél Jordán, Zsuzsa Debre, Gábor Hován, Mihály Kormos, Vera Sipos",6.0,HUF 250000000,,,,,,,,
70,2001 Maniacs: Field of Screams,2001 Maniacs: Field of Screams,2010,2010-02-27,"Comedy, Horror",84,USA,Tax Credit Finance,"Bill Moseley, Lin Shaye, Christa Campbell, Kevin 'ohGr' Ogilvie, Andrea Leon, Ahmed Best, Katy Johnson Evans, Asa Hope, Alex Luria, Larayia Gaston, Miles Dougal, Trevor Wright, Jordan Yale Levine, Alana Curry, Ryan Fleming",3.2,,,,,,,,,
71,"Surprise, Surprise","Surprise, Surprise",2010,2010-08-31,Drama,83,USA,Hey Guy Productions,"Travis Michael Holder, Deborah Shelton, John Brotherton, Lucas Elliot Eberl, Jesse C. Boyd, Mary Jo Catlett",5.0,$ 200000,,,,,,,,
72,My Soul to Take - Il cacciatore di anime,My Soul to Take,2010,2010-10-08,"Horror, Mystery, Thriller",107,USA,Rogue,"Max Thieriot, John Magaro, Denzel Whitaker, Zena Grey, Nick Lashaway, Paulina Olszynski, Jeremy Chu, Emily Meade, Raúl Esparza, Jessica Hecht, Frank Grillo, Danai Gurira, Harris Yulin, Shareeka Epps, Elena Hurst",4.8,$ 25000000,$ 14744435,$ 21500813,25.0,R,,,,My Soul to Take
73,Bulletface,Bulletface,2010,2010-01-26,Thriller,82,USA,SP Inc.,"Victoria Maurette, Steven Bauer, Morgan Weisser, Jenny Dare Paulin, Eddie Velez, Scott Paulin, Francia Raisa, Michael Esparza, Jeremy Parrish, Michael Bayouth, Zak VanWinkle, Assaf Cohen, Lilli Passero, Crystal Laws Green, Alan Abelew",3.7,,,,,,,,,
74,Please Give,Please Give,2010,2010-06-18,"Comedy, Drama",87,USA,Sony Pictures Classics,"Rebecca Hall, Elizabeth Keener, Elise Ivy, Catherine Keener, Josh Pais, Sarah Steele, Ann Morgan Guilbert, Amanda Peet, Oliver Platt, Griffin Frazen, Reggie Austin, Scott Cohen, Paul Sparks, Lois Smith, Thomas Ian Nicholas",6.6,$ 3000000,$ 4033574,$ 4313829,78.0,R,,,,
75,Mangia prega ama,Eat Pray Love,2010,2010-09-17,"Biography, Drama, Romance",133,USA,Columbia Pictures,"Julia Roberts, I. Gusti Ayu Puspawati, Hadi Subiyanto, Billy Crudup, Viola Davis, A. Jay Radcliff, Mike O'Malley, Ashlie Atkinson, James Franco, Lisa Roberts Gillan, Ryan O'Nan, Gita Reddy, Dwayne Clark, Jen Kwok, Mary Testa",5.8,$ 60000000,$ 80574010,$ 204594016,50.0,PG-13,,,,
76,Wreckage,Wreckage,2010,2010,"Horror, Thriller",87,USA,Xanthus Pictures,"Aaron Paul, Mike Erwin, Cameron Richardson, Scoot McNairy, Kelly Kruger, Justin Allen, Roger Perry, John Asher, Lisa Ann Walter, Bevin Prince, Chris Mastro, Matt Barr, Travis Aaron Wade, Jordan Yale Levine, Ruthanne Gibson",4.2,$ 500000,,,,,,,,
77,Repo,Repo,2010,2010,"Comedy, Drama",97,USA,Revel Entertainment (I),"Benjamin Gourley, Jason Mewes, Izabella Miko, Lindsey McKeon, Sunny Mabrey, Patrick Muldoon, David Quane, Zack Ward, Frankie J. Allison, Matt Mattson, Keili Lefkovitz, Rhett Willman, Bill McAdams Jr., Kristina Page, Rafael J. Noble",3.9,$ 4000000,,,,,,,,
78,Due cuori e una provetta,The Switch,2010,2010-11-05,"Comedy, Drama, Romance",101,USA,Mandate Pictures,"Jason Bateman, Victor Pagan, Jennifer Aniston, Jeff Goldblum, Juliette Lewis, Todd Louiso, Scott Elrod, Patrick Wilson, Rebecca Naomi Jones, Kelli Barrett, Jeremy Mohler, Will Swenson, Edward James Hyland, Caroline Dhavernas, Brian Podnos",6.1,$ 19000000,$ 27779426,$ 49843011,52.0,PG-13,,,,
79,Letters to Juliet,Letters to Juliet,2010,2010-08-25,"Adventure, Comedy, Drama",105,USA,Summit Entertainment,"Amanda Seyfried, Marcia DeBonis, Gael García Bernal, Giordano Formenti, Paolo Arvedi, Dario Conti, Ivana Lotito, Luisa Ranieri, Marina Massironi, Lidia Biondi, Milena Vukotic, Luisa De Santis, Christopher Egan, Vanessa Redgrave, Remo Remotti",6.5,$ 30000000,$ 53032453,$ 79628830,50.0,PG,,,,
80,Dragon Trainer,How to Train Your Dragon,2010,2010-03-26,"Animation, Action, Adventure",98,USA,DreamWorks Animation,"Jay Baruchel, Gerard Butler, Craig Ferguson, America Ferrera, Jonah Hill, Christopher Mintz-Plasse, T.J. Miller, Kristen Wiig, Robin Atkin Downes, Philip McGrade, Kieron Elliott, Ashley Jensen, David Tennant",8.1,$ 165000000,$ 217581231,$ 494878759,75.0,PG,Chris Sanders and Dean DeBlois,ANIMATED FEATURE FILM,False,
81,Dragon Trainer,How to Train Your Dragon,2010,2010-03-26,"Animation, Action, Adventure",98,USA,DreamWorks Animation,"Jay Baruchel, Gerard Butler, Craig Ferguson, America Ferrera, Jonah Hill, Christopher Mintz-Plasse, T.J. Miller, Kristen Wiig, Robin Atkin Downes, Philip McGrade, Kieron Elliott, Ashley Jensen, David Tennant",8.1,$ 165000000,$ 217581231,$ 494878759,75.0,PG,John Powell,MUSIC (Original Score),False,
82,Shrek e vissero felici e contenti,Shrek Forever After,2010,2010-08-25,"Animation, Adventure, Comedy",93,USA,DreamWorks Animation,"Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas, Julie Andrews, Jon Hamm, John Cleese, Walt Dohrn, Jane Lynch, Craig Robinson, Lake Bell, Kathy Griffin, Mary Kay Place, Kristen Schaal, Meredith Vieira",6.3,$ 165000000,$ 238736787,$ 752600867,58.0,PG,,,,
83,The Whistleblower,The Whistleblower,2010,2011-10-27,"Biography, Crime, Drama",112,"Canada, Germany",Samuel Goldwyn Films,"Rachel Weisz, Vanessa Redgrave, Monica Bellucci, David Strathairn, Nikolaj Lie Kaas, Roxana Condurache, Paula Schramm, Alexandru Potocean, William Hope, Rayisa Kondracki, Jeanette Hain, Benedict Cumberbatch, David Hewlett, Coca Bloos, Luke Treadaway",7.1,,$ 1124966,$ 1870392,59.0,R,,,,
84,Don't Fade Away,Don't Fade Away,2010,2011,Drama,89,USA,,"Ryan Kwanten, Mischa Barton, Beau Bridges, Fran Kranz, Ja Rule, Cicero Salmon III, Charles Porter, Jennifer Sterger, Gabriel Mann, Jessica Blaire, Wynn Everett, Michael Albanese, Roxanne Kirk, Jake Ruttenberg, Karen Ross",4.9,$ 2400000,,,,,,,,
85,Psych:9,Psych:9,2010,2010-05-07,"Horror, Mystery, Thriller",98,"USA, UK, Czech Republic",Green Card Pictures,"Sara Foster, Cary Elwes, Michael Biehn, Gabriel Mann, Colleen Camp, Winter Ave Zoli, Susie Amy, Katherine Shanklin, Ryan James, Brian Caspe, Joel Kirby, Jordan Ninkovich",4.4,$ 5000000,,,,,,,,
86,Westbrick Murders,Westbrick Murders,2010,2010-05-11,"Action, Crime, Thriller",90,"Denmark, UK, USA",Revolver Films,"Daniell Edwards, Sami Darr, Anna Bård, Ian Burns, Vernon Wells, Merete Van Kamp, Melany Denise, Eric Roberts, Katrine Fokdal, Erik Holmey, Maja Muhlack, Dennis Haladyn, Kim Sønderholm, Jan Tjerrild, Magnus Bruun",2.4,$ 3000000,,,,,,,,
87,Proie,Proie,2010,2011-07-13,"Adventure, Drama, Horror",90,France,Quasar Pictures,"Grégoire Colin, François Levantal, Fred Ulysse, Joseph Malerba, Isabelle Renauld, Bérénice Bejo",5.2,,,,,,,,,
88,Sotto assedio,House Under Siege,2010,2010-03-14,"Action, Thriller",78,USA,Fifty Tigers Entertainment,"Jeremy London, Bret Roberts, Sally Kirkland, Heather Marie Marsden, Matthew Currie Holmes, Elizabeth Sung, Yuri Elvin, Art Evans, Jennifer Moon Kelly, Michael Sun Kelly, Paul McCarthy-Boyington, Ahna O'Reilly, Raymond Ochoa, E.J. Roberts",4.5,,,,,,,,,
89,Unthinkable,Unthinkable,2010,2010-05-26,"Crime, Drama, Thriller",97,USA,Lleju Productions,"Samuel L. Jackson, Carrie-Anne Moss, Michael Sheen, Stephen Root, Lora Kojovic, Martin Donovan, Gil Bellows, Vincent Laresca, Brandon Routh, Joshua Harto, Holmes Osborne, Michael Rose, Randy Oglesby, Benito Martinez, Sasha Roiz",7.1,$ 15000000,,$ 1669947,,,,,,
90,Jackboots on Whitehall,Jackboots on Whitehall,2010,2010-10-08,"Animation, Comedy, Sci-Fi",91,"UK, Spain, Belgium",Entertainment Motion Pictures (E-MOTION),"Hugh Fraser, Alexander Armstrong, Rory McHenry, Ewan McGregor, Stephen Merchant, Richard E. Grant, Tom Wilkinson, Tobias Menzies, Caroline Duff, Charlotte Moore, Rosamund Pike, Martyn Ellis, James Hicks, Pam Ferris, Brian Conley",5.3,$ 6000000,,$ 20776,,NR,,,,
91,Victim,Victim,2010,2010-11-17,"Horror, Thriller",90,USA,Pierce/Williams Entertainment,"Stephen Weigand, Bob Bancroft, Brendan Kelly, Jelly Howie, Stacy Haiduk, Bru Muller, Wayne Morse, Dianne Kwon",6.0,$ 1000000,,,,NR,,,,
92,Victim,Victim,2010,2010-11-17,"Horror, Thriller",90,USA,Pierce/Williams Entertainment,"Stephen Weigand, Bob Bancroft, Brendan Kelly, Jelly Howie, Stacy Haiduk, Bru Muller, Wayne Morse, Dianne Kwon",6.0,$ 1000000,,,,NR,,,,
93,De gelukkige huisvrouw,De gelukkige huisvrouw,2010,2010-04-15,"Comedy, Drama, Romance",100,Netherlands,Eyeworks Film & TV Drama,"Carice van Houten, Isis Cabolet, Marcel Hensema, Dorijn Curvers, Waldemar Torenstra, Gijs de Lange, René van 't Hof, Martijn Nieuwerf, Maike Meijer, Rik Launspach, Bert Luppes, Jaap Spijkers, Matthijs van Nieuwkerk, Willem de Wolf, Menno Van Beekum",6.7,EUR 1800000,,$ 4800327,,,,,,
94,The Dead Undead,The Dead Undead,2010,2010-05-13,"Action, Horror, Sci-Fi",89,USA,Global Effects,"Luke Goss, Matthew R. Anderson, Spice Williams-Crosby, Luke LaFontaine, Edward Conna, Laura Chinn, Joshua Alba, America Young, Cameron Goodman, Johnny Pacar, Luke Gregory Crosby, Lance Frank, Forrest J. Ackerman, Vernon Wells, Billie Proffitt",2.9,$ 1100000,,,,,,,,
95,Truth About Kerry,Truth About Kerry,2010,2012-03-13,"Drama, Mystery, Thriller",84,"USA, Ireland",O'Sullivan Pictures,"Stana Katic, Jessica Dean, Darren Keefe Reiher, Paul Hardiman, Ryan C. King, Rick Yudt, Chris Fitzgerald, Tommy Fitzgerald, Charles Gerard Clancy, Teresa Riney, Mia Carney, Keith McLarnon, Padraig Brennan, Tracey Bulger, Ursula Jouen",5.1,,,,,,,,,
96,Harry Potter e i Doni della Morte - Parte 1,Harry Potter and the Deathly Hallows: Part 1,2010,2010-11-19,"Adventure, Family, Fantasy",146,"UK, USA",Warner Bros.,"Bill Nighy, Emma Watson, Richard Griffiths, Harry Melling, Daniel Radcliffe, Julie Walters, Bonnie Wright, Rupert Grint, Ian Kelly, Michelle Fairley, Fiona Shaw, Alan Rickman, Carolyn Pickles, Ralph Fiennes, Helena Bonham Carter",7.7,GBP 150000000,$ 296347721,$ 976952911,65.0,,,,,
97,The Penthouse,The Penthouse,2010,2010-03-02,Comedy,89,USA,Tunnel Post,"Rider Strong, Corey Large, April Scott, James DeBello, Kaley Cuoco, Mya, Nikki Griffin, Lochlyn Munro, Jimmy Jean-Louis, Jon Abrahams, Jo De La Rosa, Brett Novek, Ed Begley Jr., Kurupt, Lin Shaye",3.6,$ 3000000,,,,,,,,
98,"Glenn, the Flying Robot","Glenn, the Flying Robot",2010,2011-07-06,"Drama, Sci-Fi",85,Belgium,Singing Trees Entertainment,"Billy Boyd, Dominic Gould, Gérard Depardieu, Patrick Bauchau, Smadi Wolfman, Geoffrey Carey, Vincent Eaton, Malinda Coleman, Nathan Kemp, David Lopes Cardozo, George W. Contreras, Eric Jimenez, Paula Kamelgam, Mélanie Biesemans, Kurt Kelly",3.8,$ 3200000,,,,,,,,
99,The Waiter,The Waiter,2010,2010-03-14,"Action, Crime, Drama",92,USA,Bacchus Entertainment,"Charles Durning, Jason Konopisos-Alvarez, Glenn Morshower, Dan Lauria, Dan Braverman, Robert Z'Dar, James Handy, Randal Reeder, Julie Martin, Crystal Mantecon, Ryan Wickerham, Lawrence Varnado, Jesse De Luna, Berge Boghossian, Jenna Craig",5.1,$ 1235000,,,,,,,,
100,Rabbit Hole,Rabbit Hole,2010,2011-02-10,Drama,91,USA,Olympus Pictures,"Nicole Kidman, Aaron Eckhart, Dianne Wiest, Miles Teller, Tammy Blanchard, Sandra Oh, Giancarlo Esposito, Jon Tenney, Stephen Mailer, Mike Doyle, Roberta Wallach, Patricia Kalember, Ali Marsh, Yetta Gottesman, Colin Mitchell",7.0,$ 5000000,$ 2229058,$ 5144717,76.0,PG-13,Nicole Kidman,ACTRESS IN A LEADING ROLE,False,
101,Tsvetok dyavola,Tsvetok dyavola,2010,2010-09-16,"Mystery, Romance",90,Russia,ZG Film,"Marina Golub, Andrey Kharitonov, Olga Khokhlova, Sergey Krapiva, Irina Kupchenko, Yelena Levkovich, Natalya Naumova, Roman Pakhomov, Natalya Rudova, Oleg Sukachenko",1.5,$ 5000000,,$ 1865696,,,,,,
102,L'ultimo dominatore dell'aria,The Last Airbender,2010,2010-09-24,"Action, Adventure, Family",103,USA,Paramount Pictures,"Noah Ringer, Dev Patel, Nicola Peltz, Jackson Rathbone, Shaun Toub, Aasif Mandvi, Cliff Curtis, Seychelle Gabriel, Katharine Houghton, Francis Guinan, Damon Gupton, Summer Bishil, Randall Duk Kim, John D'Alonzo, Keong Sim",4.0,$ 150000000,$ 131772187,$ 319713881,20.0,PG,,,,
103,Arthur e la guerra dei due mondi,Arthur 3: la guerre des deux mondes,2010,2011-12-23,"Animation, Adventure, Family",101,France,EuropaCorp,"Mia Farrow, Ron Crawford, Robert Stanton, Penny Balfour, Richard Davis, Jean Bejote Njamba, Valéry Koko Kingue, Aba Koïta, Laurent Mendy, Bienvenue Kindoki, Steve Routman, David Gasman, Cooper Daniels, Norman Stokle, Stuart Rudin",5.5,EUR 65000000,,$ 33885979,,,,,,
104,Salt,Salt,2010,2010-10-29,"Action, Mystery, Thriller",100,USA,Columbia Pictures,"Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor, Daniel Olbrychski, August Diehl, Daniel Pearce, Hunt Block, Andre Braugher, Olek Krupa, Cassidy Hinkle, Corey Stoll, Vladislav Koulikov, Olya Zueva, Kevin O'Donnell, Gaius Charles",6.4,$ 110000000,$ 118311368,$ 293503354,65.0,PG-13,"Jeffrey J. Haboush, Greg P. Russell, Scott Millan and William Sarokin",SOUND MIXING,False,
105,Il cigno nero,Black Swan,2010,2011-02-18,"Drama, Thriller",108,USA,Fox Searchlight Pictures,"Natalie Portman, Mila Kunis, Vincent Cassel, Barbara Hershey, Winona Ryder, Benjamin Millepied, Ksenia Solo, Kristina Anapau, Janet Montgomery, Sebastian Stan, Toby Hemingway, Sergio Torrado, Mark Margolis, Tina Sloan, Abraham Aronofsky",8.0,$ 13000000,$ 106954678,$ 329398046,79.0,R,Natalie Portman,ACTRESS IN A LEADING ROLE,True,
106,Il cigno nero,Black Swan,2010,2011-02-18,"Drama, Thriller",108,USA,Fox Searchlight Pictures,"Natalie Portman, Mila Kunis, Vincent Cassel, Barbara Hershey, Winona Ryder, Benjamin Millepied, Ksenia Solo, Kristina Anapau, Janet Montgomery, Sebastian Stan, Toby Hemingway, Sergio Torrado, Mark Margolis, Tina Sloan, Abraham Aronofsky",8.0,$ 13000000,$ 106954678,$ 329398046,79.0,R,Matthew Libatique,CINEMATOGRAPHY,False,
107,Il cigno nero,Black Swan,2010,2011-02-18,"Drama, Thriller",108,USA,Fox Searchlight Pictures,"Natalie Portman, Mila Kunis, Vincent Cassel, Barbara Hershey, Winona Ryder, Benjamin Millepied, Ksenia Solo, Kristina Anapau, Janet Montgomery, Sebastian Stan, Toby Hemingway, Sergio Torrado, Mark Margolis, Tina Sloan, Abraham Aronofsky",8.0,$ 13000000,$ 106954678,$ 329398046,79.0,R,Darren Aronofsky,DIRECTING,False,
108,Il cigno nero,Black Swan,2010,2011-02-18,"Drama, Thriller",108,USA,Fox Searchlight Pictures,"Natalie Portman, Mila Kunis, Vincent Cassel, Barbara Hershey, Winona Ryder, Benjamin Millepied, Ksenia Solo, Kristina Anapau, Janet Montgomery, Sebastian Stan, Toby Hemingway, Sergio Torrado, Mark Margolis, Tina Sloan, Abraham Aronofsky",8.0,$ 13000000,$ 106954678,$ 329398046,79.0,R,Andrew Weisblum,FILM EDITING,False,
109,Il cigno nero,Black Swan,2010,2011-02-18,"Drama, Thriller",108,USA,Fox Searchlight Pictures,"Natalie Portman, Mila Kunis, Vincent Cassel, Barbara Hershey, Winona Ryder, Benjamin Millepied, Ksenia Solo, Kristina Anapau, Janet Montgomery, Sebastian Stan, Toby Hemingway, Sergio Torrado, Mark Margolis, Tina Sloan, Abraham Aronofsky",8.0,$ 13000000,$ 106954678,$ 329398046,79.0,R,"Mike Medavoy, Brian Oliver and Scott Franklin, Producers",BEST PICTURE,False,
110,Green Zone,Green Zone,2010,2010-04-23,"Action, Drama, Thriller",115,"UK, France, Spain, USA",Universal Pictures,"Igal Naor, Said Faraj, Faycal Attougui, Aymen Hamdouchi, Matt Damon, Nicoye Banks, Jerry Della Salla, Sean Huze, Michael J. Dwyer, Edouard H.R. Gluck, Brian Siefkes, Adam Wendling, Abdul Henderson, Paul Karsko, Robert Miller",6.8,$ 100000000,$ 35053660,$ 154711438,63.0,R,,,,
111,The Killer Inside Me,The Killer Inside Me,2010,2010-11-26,"Crime, Drama, Thriller",109,"UK, Sweden, Canada, USA",Hero Entertainment,"Casey Affleck, Kate Hudson, Jessica Alba, Ned Beatty, Elias Koteas, Tom Bower, Simon Baker, Bill Pullman, Brent Briscoe, Matthew Maher, Liam Aiken, Jay R. Ferguson, Ali Nazary, Blake Lindsley, Zach Josse",6.1,$ 13000000,$ 217277,$ 4052191,53.0,R,,,,The Killer Inside Me
112,Robin Hood,Robin Hood,2010,2010-05-12,"Action, Adventure, Drama",140,"USA, UK",Universal Pictures,"Russell Crowe, Cate Blanchett, Max von Sydow, William Hurt, Mark Strong, Oscar Isaac, Danny Huston, Eileen Atkins, Mark Addy, Matthew Macfadyen, Kevin Durand, Scott Grimes, Alan Doyle, Douglas Hodge, Léa Seydoux",6.6,$ 200000000,$ 105269730,$ 321669741,53.0,G,,,,
113,Robin Hood,Robin Hood,2010,2010-05-12,"Action, Adventure, Drama",140,"USA, UK",Universal Pictures,"Russell Crowe, Cate Blanchett, Max von Sydow, William Hurt, Mark Strong, Oscar Isaac, Danny Huston, Eileen Atkins, Mark Addy, Matthew Macfadyen, Kevin Durand, Scott Grimes, Alan Doyle, Douglas Hodge, Léa Seydoux",6.6,$ 200000000,$ 105269730,$ 321669741,53.0,NR,,,,
114,Robin Hood,Robin Hood,2010,2010-05-12,"Action, Adventure, Drama",140,"USA, UK",Universal Pictures,"Russell Crowe, Cate Blanchett, Max von Sydow, William Hurt, Mark Strong, Oscar Isaac, Danny Huston, Eileen Atkins, Mark Addy, Matthew Macfadyen, Kevin Durand, Scott Grimes, Alan Doyle, Douglas Hodge, Léa Seydoux",6.6,$ 200000000,$ 105269730,$ 321669741,53.0,PG-13,,,,
115,Robin Hood,Robin Hood,2010,2010-05-12,"Action, Adventure, Drama",140,"USA, UK",Universal Pictures,"Russell Crowe, Cate Blanchett, Max von Sydow, William Hurt, Mark Strong, Oscar Isaac, Danny Huston, Eileen Atkins, Mark Addy, Matthew Macfadyen, Kevin Durand, Scott Grimes, Alan Doyle, Douglas Hodge, Léa Seydoux",6.6,$ 200000000,$ 105269730,$ 321669741,53.0,PG-13,,,,
116,Dom Solntsa,Dom Solntsa,2010,2010-04-01,Drama,110,Russia,Top Line Production,"Svetlana Ivanova, Stanislav Ryadinskiy, Darya Moroz, Ivan Stebunov, Moises Blanko, Kirill Polikashin, Aleksey Gorbunov, Olga Blok-Mirimskaya, Aleksandr Mokhov, Anatoliy Smiranin, Sergey Batalov, Nikita Vysotskiy, Mikhail Efremov, Chulpan Khamatova, Nina Ruslanova",6.3,,,,,,,,,
117,Made in Romania,Made in Romania,2010,2010,Comedy,95,UK,Ransom Films,"Jennifer Tilly, Elizabeth Hurley, Danny Huston, Jason Flemyng, Joey Slotnick, Josh Fadem, Bobbi Sue Luther, Nicholas Le Prevost, Jordan Long, Gareth Thomas, Emil Hostina, Steve Nicolson, Joe Shaw, Mike Walling, Lauren Katz",5.2,$ 2000000,,,,,,,,
118,L'apprendista stregone,The Sorcerer's Apprentice,2010,2010-08-18,"Action, Adventure, Family",109,USA,Walt Disney Pictures,"Nicolas Cage, Jay Baruchel, Alfred Molina, Teresa Palmer, Toby Kebbell, Omar Benson Miller, Monica Bellucci, Alice Krige, Jake Cherry, James A. Stephens, Gregory Woo, Wai Ching Ho, Jason R. Moore, Robert Capron, Peyton List",6.1,$ 150000000,$ 63150991,$ 215283742,46.0,PG,,,,
119,The Fighter,The Fighter,2010,2011-03-04,"Biography, Drama, Sport",116,USA,Closest to the Hole Productions,"Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo, Mickey O'Keefe, Jack McGee, Melissa McMeekin, Bianca Hunter, Erica McDermott, Jill Quigg, Dendrie Taylor, Kate B. O'Brien, Jenna Lamia, Frank Renzulli, Paul Campbell",7.8,$ 25000000,$ 93617009,$ 129190869,79.0,R,Christian Bale,ACTOR IN A SUPPORTING ROLE,True,
