,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company_x,avg_vote,budget,worldwide_gross_income,metascore,content_rating,actors_y
157,The Wolf of Wall Street,The Wolf of Wall Street,2013,2014.1.23,"Biography, Crime, Drama",180,USA,"English, French",Martin Scorsese,"Terence Winter, Jordan Belfort",Red Granite Pictures,8.2,"$100,000,000 ","$392,000,694 ",75,R,"Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey, Kyle Chandler, Joanna Lumley, Jean Dujardin, Jon Bernthal, Jon Favreau, Rob Reiner, Cristin Milioti, Christine Ebersole, Shea Whigham, Katarina Cas, P.J. Byrne, Kenneth Choi, Brian Sacca, Henry Zebrowski, Ethan Suplee, Barry Rothbart, Jake Hoffman, Mackenzie Meehan, Bo Dietl, Jon Spinogatti, Aya Cash, Rizwan Manji, Stephanie Kurtzuba, J.C. MacKenzie, Ashlie Atkinson, Thomas Middleditch, Stephen Kunken, Edward Herrmann, Jordan Belfort, Ted Griffin, Fran Lebowitz, Robert Clohessy, Natasha Newman-Thomas, Sandra Nelson, Johnnie Mae, Christina Jeffs, Sabina Maschi, Zana Markelson, Welker White, Danny Flaherty, Carla Corvo, Dustin Kerns, Ashley Blankenship, Deirdre Reimold, Madison McKinley Garton, Kerry Malloy, Frank Van Putten, Aaron Lazar, Steve Routman, Steve Witting, Charley Morgan, Michael Nathanson, Natalie Bensel, Tess Gillis, Jaclyn M. Keys, Krista Ashworth, Kathleen Fellegara, John Bernard Martin, Jamel Daniels, Dan Bittner, John Behlmann, Ward Horton, Bret Shuford, Paul Dion Monte, Ellen Sexton, Brian Tweedy, J.T. O'Connor, Steven Boyer, Danny A. Abeckaser, Tracy Friedman, Matthew Rauch, Michael Izquierdo, Donnie Keshawarz, Jonathan Tchaikovsky, Aaron Glaser, Ben Rameaka, Ben Loving, Brian Charles Johnson, Sebastian Tillinger, Chris Riggi, Dan Hunter, Meghan Rafferty, Jose Ramon Rosario, Davram Stiefler, Dan Daily, Ben Van Bergen, Matte Osian, Michael Devine, Jason Furlani, Scott Nicholson, Jeremy Bobb, Dean Auer, Tom Greer, Sharon Jones, Catherine Curtin, Victor Verhaeghe, Louis Vanaria, Lawrence Leighton Smith, Justin Anthony Long, Peter Youngblood Hills, Michael Bryan French, Paul Urcioli, Michael J. O'Hara, Ashley Springer, Zineb Oukach, Armen Garo, Emily Tremaine, Adria Baratta, Daniel Hepner, Marcos Gonzalez, Deema Aitken, Gregory Perri, Brendan Griffin, Starr Duncan, Saundra Williams, Loretta O. Booz, Shea Coleman, Giselle Eisenberg, Viki Boyle, Chris Caldovino, Chris Matsevac, Justin Yllanes, Remy Bennett, Jamie O'Connell, Garry Pastore, Hardy Winburn, Allyson Carr, Derek Milman, Jared Houseman, Lawrence Lau Kwok Cheong"
158,Straw Dogs,Straw Dogs,2011,2011.9.16,"Action, Drama, Thriller",110,USA,English,Rod Lurie,"Rod Lurie, David Zelag Goodman",Screen Gems,5.8,"$25,000,000 ","$11,168,712 ",45,R,"James Marsden, Kate Bosworth, Alexander Skarsgård, James Woods, Dominic Purcell, Rhys Coiro, Billy Lush, Laz Alonso, Willa Holland, Walton Goggins, Anson Mount, Drew Powell, Kristen Shaw, Megan Adelle, Jessica Cook, Randall Newsome, Tim J. Smith, Wanetah Walmsley, Richard Folmer, Clyde Heun, Rod Lurie, Kelly Holleman, Grayson Capps, Tommy Macluckie, Josh Kerin, John Milham, Kristin Lee Kelly"
159,Megamind,Megamind,2010,2010.12.17,"Animation, Action, Comedy",95,USA,English,Tom McGrath,"Alan Schoolcraft, Brent Simons",DreamWorks Animation,7.2,"$130,000,000 ","$321,885,765 ",63,PG,"David Cross, Tom McGrath, Emily Nordwind, Quinlin Dempsey Stiller, Mike Mitchell, Will Ferrell, Brad Pitt, Tina Fey, Jonah Hill, Ben Stiller, Justin Theroux, Jessica Schulte, J.K. Simmons, Ella Olivia Stiller, Brian Hopkins, Christopher Knights, Jasper Johannes Andrews, Jack Blessing, Stephen Kearin"
160,The Young Messiah,The Young Messiah,2016,2016.3.11,"Drama, Fantasy",111,USA,English,Cyrus Nowrasteh,"Anne Rice, Betsy Giffen Nowrasteh",1492 Pictures,5.6,"$18,500,000 ","$7,330,338 ",33,PG,"Adam Greaves-Neal, Sara Lazzaro, Vincent Walsh, Jonathan Bailey, Finn Ireland, Sean Bean, Finn McLeod Ireland, Christian McKay, David Bradley, Agni Tsangaridou, Lee Boardman, Lois Ellington, Jane Lapotaire, David Burke, Rory Keenan, Isabelle Adriani, Dorotea Mercuri, Jarreth J. Merz, Jarreth J. Merz, Giselda Volodi, Lydia Muijen, Paul Ireland, Douglas Dean, Matt Patresi, Simone Spinazze, Simone Spinazze, Giampiero Rotoli, Giorgio Antonini, Marco Iannone, Dune Medros, Gabrielle Dentoni, Gabrielle Chiararo, Ioan Gunn, Andrea Scarduzio"
162,Countdown,Countdown,2019,2019.11.21,"Horror, Thriller",90,USA,"English, Latin",Justin Dec,Justin Dec,STX Films,5.4,"$6,500,000 ","$48,021,766 ",31,PG-13,"Elizabeth Lail, Anne Winters, Jordan Calloway, Tom Segura, Tichina Arnold, Peter Facinelli, Talitha Bateman, P.J. Byrne, Charlie McDermott, Austin Zajur, Lana McKissack, John Bishop, Lisa Linke, Marisela Zumbado, Dillon Lane, Nathan Moore"
163,The Iron Lady,The Iron Lady,2011,2012.1.27,"Biography, Drama",105,"UK, France",English,Phyllida Lloyd,Abi Morgan,DJ Films,6.4,"$13,000,000 ","$115,890,699 ",54,PG-13,"Meryl Streep, Jim Broadbent, Harry Lloyd, Anthony Head, Alexandra Roach, Roger Allam, Richard E. Grant, Susan Brown, Olivia Colman, Nicholas Farrell, Eloise Webb, Pip Torrens, Julian Wadham, Angus Wright, Nick Dunning, Michael Maloney, Iain Glen, Michael Pennington, Amanda Root, David Westhead, Alice Da Cunha, Phoebe Waller-Bridge, Phoebe Waller, Victoria Bewick, Emma Dewhurst, Sylvestra Le Touzel, Michael Culkin, Stephanie Jacob, Robert Portal, Richard M. Dixon, Clifford Rose, Michael Cochrane, Jeremy Clyde, Michael Simkins, Alexander Beardsley, John Sessions, Richard Syms, John Harding, Simon Chandler, Stephen Boxer, Jasper Jacob, Rupert Vansittart, Robin Kermode, Andrew Havill, Michael Elwyn, Peter Pacey, Jeremy Child, James Smith, Hugh Ross, Chris Campbell, Paul Bentley, Martin Wimbush, Simon Slater, David Cann, Christopher Luscombe, Angela Curran, David Rintoul, Nicholas Jones, Richard Goulding, Matthew Marsh, Willie Jonah"
164,Dylan Dog - Il film,Dylan Dog: Dead of Night,2010,2011.3.16,"Action, Comedy, Crime",108,USA,English,Kevin Munroe,"Thomas Dean Donnelly, Joshua Oppenheimer",Hyde Park Films,5.1,"$20,000,000 ","$5,782,515 ",31,PG-13,"Brandon Routh, Anita Briem, Sam Huntington, Taye Diggs, Kurt Angle, Peter Stormare, Kent Jude Bernard, Mitchell Whitfield, Michael Cotter, Laura C. Spencer, James Hebert, Dan Braverman, Marco St. John, Kyle Clements, Douglas M. Griffin, Kevin Fisher, Garrett Strommen, Brian Steele, Tiffany Reiff, Andrew Sensenig, Courtney J. Clark, Bernard Hocke, Randal Reeder, J. Omar Castro, Shima Ghamari, Shannon Maris, Ted Ferguson, Jon Eyez, Spencer Livingston, Harvey Lowry, Dacia Fernandez, Todd Tucker, Kelly Whalen, Gareb Shamus, Scott Mitchell Rosenberg, Alexandra Munroe, Kendall Jill Rosenberg, Kelly Ann Ford, Karlee Jane Rosenberg, Holden Dahlerbruch, Jared Dahlerbruch, Paulington James Christensen, Devin Faraci, Patrick Lee, Robert Sanchez, Ryan Turek, James Vejvoda"
167,Alice in Wonderland,Alice in Wonderland,2010,2010.3.3,"Adventure, Family, Fantasy",108,"USA, UK",English,Tim Burton,"Linda Woolverton, Lewis Carroll",Walt Disney Pictures,6.4,"$200,000,000 ","$1,025,467,110 ",53,PG,"Johnny Depp, Mia Wasikowska, Helena Bonham Carter, Anne Hathaway, Matt Lucas, Jemma Powell, Tim Pigott-Smith, Crispin Glover, Michael Sheen, Stephen Fry, Alan Rickman, Barbara Windsor, Paul Whitehouse, Timothy Spall, Marton Csokas, John Surman, Peter Mattinson, Lindsay Duncan, Geraldine James, Leo Bill, Frances de la Tour, John Hopkins (V), Eleanor Gecks, Eleanor Tomlinson, Rebecca Crookshank, Michael Gough, Imelda Staunton, Christopher Lee, Mairie Ella Challen, Holly Hawkins, Lucy Davenport, Joel Swetow, Jessica Oyelowo, Ethan Cohn, Richard Alonzo, Harry Taylor, Jim Carter, Frank Welker, Chris Grabher, Caroline Royce, Bonnie Parker, Simone Sault, Leigh Daniels, Carl Walker, Matt Dempsey, Chris Grierson, Dale Mercer, David Lale, John Bass, Nicholas Levy, Patrick Roberts, Phillip Granell, Stephen Giles, Hilary Morris, Jacqueline Tribble"
169,Child 44 - Il bambino n. 44,Child 44,2015,2015.4.30,"Crime, Drama, History",137,"Czech Republic, UK, USA, Russia","English, Russian",Daniel Espinosa,"Richard Price, Tom Rob Smith",Summit Entertainment,6.5,"$50,000,000 ","$12,951,093 ",41,R,"Tom Hardy, Noomi Rapace, Joel Kinnaman, Gary Oldman, Vincent Cassel, Jason Clarke, Paddy Considine, Michael Nardone, Ivan G'Vera, Charles Dance, Tara Fitzgerald, Nikolaj Lie Kaas, Ned Dennehy, Sam Spruell, Josef Atlin, Petr Vanek, Fares Fares, Agnieszka Grochowska, Mark Lewis Jones, Xavier Atkins, Daniel Espinosa, Ridley Scott, Michael Schaefer, Adam Merims, Nicholas Cochran, Elishia Holmes, Douglas Urbanski, Kevin Plank, Molly Conners, Maria Cestone, Sarah E. Johnson, Hoyt David Morgan, Karel Dobry, Ursina Lardi"
170,The Runaways,The Runaways,2010,2010.4.8,"Biography, Drama, Music",106,USA,English,Floria Sigismondi,"Floria Sigismondi, Cherie Currie",River Road Entertainment,6.5,"$10,000,000 ","$4,681,651 ",65,R,"Kristen Stewart, Dakota Fanning, Michael Shannon, Stella Maeve, Riley Keough, Scout Taylor-Compton, Alia Shawkat, Johnny Lewis, Tatum O'Neal, Brett Cullen, Hannah Marks, Jill Andre, Ray Porter, Kiaya Snow, Allie Grant, Brendan Sexton III, Shammy Dee, Aaron Parker Mouser, Peggy Stewart, Robert Romanus, Jay Thames, Masami Kosaka, Masayuki Yonezawa, Hiroshi Sakata, P.D. Mani, Mickey Petralia, Antonella Sigismondi, Nick Eversman, Keir O'Donnell, Lisa Long, J.R. Nutt, Alejandro Patiño, John Konesky, Tim Winters, Adam Silver, Koji Wada"
172,Selma - La strada per la libert,Selma,2014,2015.2.12,"Biography, Drama, History",128,"UK, USA, France",English,Ava DuVernay,Paul Webb,Path�,7.5,"$20,000,000 ","$66,787,908 ",81,PG-13,"David Oyelowo, Carmen Ejogo, Tom Wilkinson, Cuba Gooding Jr., Alessandro Nivola, Giovanni Ribisi, Common, Wendell Pierce, Lorraine Toussaint, Tim Roth, Oprah Winfrey, André Holland, Omar J. Dorsey, Tessa Thompson, Colman Domingo, Martin Sheen, Dylan Baker, Niecy Nash, LaKeith Stanfield, Stephan James, Haviland Stillwell, Nigel Thatch, Jeremy Strong, Yamanee Coleman, Corey Reynolds, Ruben Santiago-Hudson, Trai Byers, John Archer Lundgren, E. Roger Mitchell, Tara Ochs, Henry G. Sanders, Kent Faulcon, Charity Jordan, Christine Horn, Preston Baker, John Lavelle, Stan Houston, Dane Davenport, Clay Chappell, Greg Maness, Ledisi Young, David Silverman (XI), Elizabeth Diane Wells, Jody Thompson, Fred Galle, Amahre Palmer, Brandon Carroll, Nadej K. Bailey, Nadej Bailey, Montrel Miller, Merriwether Stormy, Trinity Simone, Walter Hendrix, III, Joseph Oliveira, Charlandra L. Jacobs, Michael Shikany, Jordan Christina Rice, Clint Crane, Kenny Cooper, Roger A. Harrison, Mikeria Howard, Aaron Brewstar, Brian Kurlander, Dexter Tillis, Ashlei Sharpe Chestnut, Jeffery James Bucchino, Mark Cabus, Shannon Edwards, John Merical, Andrew Bleidner, Brandon O'Dell, Charles Black, Samuel Lee Fudge, Kyle McMahon, Gordon Meyer, J.J. Green, Tim Battle, Patti Schellhaas, Raven Ferguson, Ronan Brookes, Thom McGlon, Travis Turner (II), Ryan Fontaine, Qualen Bradley, Kathy Alderman, John Collier, Mike Taylor, Jasmine Taylor, Carol Anne Taylor, Scotty Bishop, Rachelle Wicker, Christopher Anthony Carr, Thomas Hughes, Amy Elizabeth Jones, AngelAnn Green-Orr, Todd Sassano, Donald Horner"
173,Centurion,Centurion,2010,2010.4.23,"Action, Drama, History",97,"UK, France, USA","English, Scottish Gaelic",Neil Marshall,Neil Marshall,Path� Pictures International,6.4,"$12,000,000 ","$6,890,432 ",62,R,"Michael Fassbender, Dominic West, Olga Kurylenko, Noel Clarke, David Morrissey, J.J. Feild, Axelle Carolyn, Andreas Wisniewski, Dave Legeno, Lee Ross, Ulrich Thomsen, Ryan Atkinson, Paul Freeman, Eoin Macken, Liam Cunningham, Riz Ahmed, Imogen Poots, Rachael Stirling, Michael Carter, Tom Mannion, Peter Guinness, Dimitri Leonidas, Dhaffer L'Abidine, Simon Chadwick, Jake Maskall, Dermot Keaney, Dylan Brown"
174,The Way Back,The Way Back,2010,2012.7.6,"Adventure, Drama, History",133,"USA, United Arab Emirates, Poland, India","English, Russian, Polish, Tibetan, Mongolian",Peter Weir,"Slavomir Rawicz, Peter Weir",Exclusive Films,7.3,"$30,000,000 ","$24,172,201 ",66,PG-13,"Ed Harris, Jim Sturgess, Colin Farrell, Saoirse Ronan, Mark Strong (II), Dragos Bucur, Alexandru Potocean, Gustaf Skarsgård, Sebastian Urzendowsky, Zahari Baharov, Sally Edwards, Igor Gnezdilov, Dejan Angelov, Stanislav Pishtalov, Marii Grigorov, Nikolai Stanoev, Stefan Shterev, Yordan Bikov, Ruslan Kupenov, Nikolai Mutafchiev, Valentin Ganev, Anton Trendafilov, Pearce Quigley, Sattar Dikambaev, Temirhan Tursungaliyev, An-zung Le, Hal Yamanouchi, Meglena Karalambova, Irinei Konstantinov"
176,Argo,Argo,2012,2012.11.8,"Biography, Drama, Thriller",120,"USA, UK","English, Persian, German, Arabic",Ben Affleck,"Chris Terrio, Tony Mendez",Warner Bros.,7.7,"$44,500,000 ","$232,325,503 ",86,R,"Ben Affleck, Alan Arkin, John Goodman, Bryan Cranston, Taylor Schilling, Tate Donovan, Clea DuVall, Richard Kind, Christopher Denham, Scoot McNairy, Victor Garber, Rory Cochrane, Kerry Bishé, Kyle Chandler, Chris Messina, Zeljko Ivanek, Titus Welliver, Keith Szarabajka, Bob Gunton, Richard Dillane, Omid Abtahi, Page Leong, Farshad Farahat, Sheila Vand, Karina Logue, Ryan Ahern, Bill Tangradi, Jamie McShane, Matthew Glave, Roberto García Suárez, Christopher Stanley, Jon Woodward Kirby, Alborz Basiratmand, Ruty Rutenberg, Michael Woolston, Sharareh Sedghi, Bobby Zegar, Victor McCay, Matt Nolan, J.R. Cacia, Bill Kalmenson, Rob Brownstein, David Sullivan, Jean Carol, Michael Cassidy, John Boyd, Yuriy Sardarov, Nikka Far, Aidan Sussman, Barry Livingston, Ali Saam, Araz Vahid Ebrahim Nia, Scott Anthony Leet, Ashley Wood, Rob Tepper, Ray Porter, Stephen J. Lattanzi, Danielle Barbosa, Michael Parks, Eric Scott Cooper, Adrienne Barbeau, Tom Lenk, Nelson Franklin, Kelly Curran, Mark Rhino Smith, Scott Elrod, Billy Blair, Daston Kalili, Joseph S. Griffo, Andrew Varenhorst, Amitis Frances Ariano, Alison Fiori, Taies Farzan, Florans Atlantis, Rafi Pitts, Allegra Carpenter, Bobby Naderi, Ray Haratian, Mehrdad Sarlak, Soheil Tasbihchi, Hovik Gharibian, Dorianne Pahlavan, Hooshang Tooze, Peter Henry Schroeder, Ali Farkhonde, Sahm McGlynn, Muhammad Cangoren, Asghar Allah Veirdi Zadeh, Leyla Beysulen, Lindsey Ginter, Tim Quill, Larry Sullivan, Dan Dijulio, Danilo DiJulio, Fanshen Cox, Tehmina Sunny, Amir Kamyab, Baris Deli, Cas Anvar, Bahram Khosraviani, Michael Chieffo, Hans Tester, Yan Feldman, Fahim Fazli, Nancy Stelle, Maz Siam, Sam Sheikholeslami, Saba Sarem, Puya Abbassi, Seyed Reza Mir Karimi, Jozef Fahey, Annie Little, Brandon Tabassi, Alex Schemmer, Ken Edling, Deborah Deimel Bean, Alexandre Desplat"
178,Gemini Man,Gemini Man,2019,2019.10.10,"Action, Drama, Sci-Fi",117,"China, USA, India","English, French",Ang Lee,"David Benioff, Billy Ray",Skydance Media,5.7,"$138,000,000 ","$173,469,516 ",38,PG-13,"Will Smith, Mary Elizabeth Winstead, Clive Owen, Benedict Wong, Ralph Brown, Douglas Hodge"
179,Wall Street - Il denaro non dorme mai,Wall Street: Money Never Sleeps,2010,2010.10.22,Drama,133,USA,English,Oliver Stone,"Allan Loeb, Stephen Schiff",Twentieth Century Fox,6.2,"$70,000,000 ","$134,748,021 ",59,PG-13,"Shia LaBeouf, Michael Douglas, Carey Mulligan, Josh Brolin, Eli Wallach, Susan Sarandon, Frank Langella, Austin Pendleton, Vanessa Ferlito, John Buffalo Mailer, John Bedford Lloyd, Jason Clarke, Christian Baha, Maria Bartiromo, Waltrudis Buck, Alice Burla, Anthony Cochrane, Frank Cornei, Michael Genet, Richard Green, Limor Hakim, Edward Henzel, Sondra James, Harry Kerrigan, Nan Lu, Edmund Lyndeck, Tom Mardirosian, Sylvia Miles, Manu Narayan, Annika Pergament, Annie McEnroe, Eric Purcell, Eliyas Qureshi, Dieter Riesle, Nouriel Roubini, Oliver Stone, Richard Stratton, Faye Wattleton, Catherine Wolf, Thomas Belesis, Darin Guerrasio, Greg Hildreth, George Steven Blumenthal, R. Emmett Fitzsimmons, Madison Mason, Natalie Morales, Olaf Rogge, Carrie Lee, Rhonda Schaffler, Eloise Dejoria, Coralie C. Paul, Sean Stone, Pete Antico, Mark Gray, Richard Crawford, Paul Grunert, Vincent Farrell Jr., Ron Insana, Andrew Serwer, Anthony Scaramucci, Ali Velshi, Jim Cramer, Sue Herera, Larry Kudlow, Melissa Lee Holloman, Becky Quick, Carl Quintanilla, Ed Bergtold, Kevin Keels, Ben Nisman, Tim Wilson, Laura Dawn, Amber Dixon Brenner, Curzon Dobell, Leonard Logsdail, Melissa Francis, Warren Buffet, Graydon Carter, James Chanos, Sunil Hirani, Thomas M. Joyce, Joe Kernan, Steve Liesman"
180,Un anno da ricordare,Secretariat,2010,2011.6.24,"Biography, Drama, Family",123,USA,English,Randall Wallace,"Mike Rich, William Nack",Walt Disney Pictures,7.2,"$35,000,000 ","$60,321,861 ",61,PG,"Diane Lane, John Malkovich, Dylan Walsh, Dylan Baker, Margo Martindale, Nelsan Ellis, Otto Thorwarth, Fred Dalton Thompson, James Cromwell, Kevin Connolly, Scott Glenn, Michael Harding, Richard Fullerton, Tim Ware, Nestor Serrano, Keith Austin, Eric Lange, Drew Roy, Carissa Capobianco, Amanda Michalka, Sean Cunningham, Jacob Rhodes, Graham McTavish, Tom Sean Foley, Grant Whitacre, Forry Smith, Tom Clark, Ken Strunk, Jazz Undy, Michael Guthrie, Cullen Wallace, Mike Battaglia, Jennifer Trier, Wynn Reichert, Tony Renaud, Tim Layden, William Nack, Pamela Pryor, Kate Ward, Andrew Wallace, Rusty Hendrickson, Michael Boyd, Michael T. Boyd, Michael Mills, Albert Duhon, Audrey Scott, Salid Parker, Slaid Parker, Joe Chrest, Jason Schwartz, Reid Cherner, Hank Goldberg, Dick Jerardi, John McClain, Jay Privman"
182,Poltergeist,Poltergeist,2015,2015.7.2,"Horror, Thriller",93,"USA, Canada",English,Gil Kenan,"David Lindsay-Abaire, Steven Spielberg",Fox 2000 Pictures,4.9,"$35,000,000 ","$95,437,994 ",47,PG-13,"Sam Rockwell, Rosemarie DeWitt, Kyle Catlett, Saxon Sharbino, Kennedi Clements, Jared Harris, Susan Heyward, Nicholas Braun, Soma Bhatia, Karen Ivany, L.A. Lopes"
183,The Warrior's Way,The Warrior's Way,2010,2010.12.2,"Action, Fantasy, Western",100,"New Zealand, South Korea",English,Sngmoo Lee,Sngmoo Lee,Rogue,6.3,"$42,000,000 ","$11,103,434 ",45,R,"Jang Dong-gun, Danny Huston, Geoffrey Rush, Kate Bosworth, Tony Cox, Lung Ti"
184,Paradiso amaro,The Descendants,2011,2012.2.17,"Comedy, Drama",115,USA,English,Alexander Payne,"Alexander Payne, Nat Faxon",Fox Searchlight Pictures,7.3,"$20,000,000 ","$177,243,185 ",84,R,"George Clooney, Shailene Woodley, Amara Miller, Beau Bridges, Nick Krause, Patti Hastie, Robert Forster, Judy Greer, Matthew Lillard, Grace A. Cruz, Kim Gennaula, Karen Kuioka Hironaga, Carmen Kaichi, Kaui Hart Hemmings, Matt Corboy, Matt Esecson, Michael Ontkean, Stanton Johnston, Jonathan McManus, Hugh Foster, Tiare R. Finney, Tom McTigue, Milt [Lewis] Kogan, Mary Birdsong, Rob Huebel, Laird Hamilton, Aileen ""Boo"" Arnold, Esther Kang, Melissa Kim, Barbara Lee Southern, Celia Kenney, Matthew Reese, Zoel Turnbull, Linda Rose Herman, Scott Michael Morgan, Darryl K. Gonzales, Koko Kanealii, Romey ""Keola"" Yokotake"
185,The Eagle,The Eagle,2011,2011.9.16,"Action, Adventure, Drama",114,"UK, USA","English, Scottish Gaelic",Kevin Macdonald,"Jeremy Brock, Rosemary Sutcliff",Focus Features,6.2,"$25,000,000 ","$37,989,684 ",55,PG-13,"Channing Tatum, Jamie Bell, Mark Strong (II), Tahar Rahim, Donald Sutherland, Bence Gerö, Denis O'Hare, Paul Ritter, Zsolt László, Julian Lewis Jones, Aladár Laklóth, Istvan Goz, Marcell Miklós, Bálint Magyar, Ferenc Pataki, Bálint Antal, Lukacs Bicskey, Douglas Henshall, James Hayes, András Faragó, Simon Paisley Day, Dakin Matthews, Pip Carter, Ben O'Brien, Róbert Bánlaki, Brian Gleeson, Jon Campling, Thomas Henry, Ned Dennehy, Ralph Aiken, Granville Saxton, Walter Van Dyke"
186,Suspiria,Suspiria,2018,2019.1.1,"Fantasy, Horror, Mystery",152,"Italy, USA","English, German, French, Russian",Luca Guadagnino,"Dario Argento, Daria Nicolodi",Frenesy Film Company,6.8,"$20,000,000 ","$7,942,093 ",64,R,"Dakota Johnson, Tilda Swinton, Mia Goth, Lutz Ebersdorf, Angela Winkler, Chloë Grace Moretz, Doris Hick, Malgorzata Bela, Jessica Harper, Vanda Capriolo, Alek Wek, Jessica Batut, Elena Fokina, Ingrid Caven, Sylvie Testud, Fabrizia Sacchi, Renée Soutendijk, Christine Leboutte, Vincenza Modica, Charo Calvo, Sharon Campbell, Sara Sguotti, Olivia Ancona, Anne-Lise Brevers, Stephanie McMann, Maria Bregianni, Karina ElAmrani, Fred Kelemen, Greta Bohacek, Joel-Dennis Bienstock, Rickey Lee Roberts"
187,Codice Genesi,The Book of Eli,2010,2010.2.26,"Action, Adventure, Drama",118,USA,English,"Albert Hughes, Allen Hughes",Gary Whitta,Alcon Entertainment,6.9,"$80,000,000 ","$157,107,755 ",53,R,"Denzel Washington, Gary Oldman, Mila Kunis, Ray Stevenson, Jennifer Beals, Evan Jones, Joe Pingue, Frances de la Tour, Michael Gambon, Tom Waits, Chris Browning, Richard Cetrone, Lateef Crowder, Keith Davis, Don Thai Theerathada, Thom Harris Williams, Lora Martinez Cunningham, Scott Wilder, Heidi Pascoe, Jennifer Caputo, Eddie Perez, Spencer Sano, Karin Silvestri, Mike Gunther, John Koyama, Mike McCarty, Michael McCarty, Scott Michael Morgan, Sala Baker, Arron Shiver, Justin Tade, Mike Seal, Richard Smith, Paul Crawford, Edward A. Duran, David Wald, Jermaine Washington, Kofi Elam, Kofi W. Elam, Clay Donahue Fontenot, Al Goto, Clay Fontenot, Brad Martin, Tim Rigby, Luis Bordonada, Robert Powell, Angelique Midthunder, Todd Schneider, Darrin Prescott, Laurence Chavez, Brian Lucero, David Midthunder"
188,Legion,Legion,2010,2010.3.12,"Action, Fantasy, Horror",100,USA,English,Scott Stewart,"Peter Schink, Scott Stewart",Screen Gems,5.2,"$26,000,000 ","$67,918,658 ",32,R,"Paul Bettany, Lucas Black, Tyrese Gibson, Adrianne Palicki, Charles S. Dutton, Jon Tenney, Kevin Durand, Willa Holland, Kate Walsh, Dennis Quaid, Jeanette Miller, Cameron Harlow, Doug Jones, Josh Stamberg, Yancey Arias, Danielle Lozeau, Luce Rains, Bryan Chapman, Denny Pierce, Kaye Wade, Chuck Hicks, Stephen Oyoung, Tyra Danielle, Django Marsh"
189,Il cacciatore di ex,The Bounty Hunter,2010,2010.4.9,"Action, Comedy, Romance",110,USA,"English, Ukrainian",Andy Tennant,Sarah Thorp,Columbia Pictures,5.6,"$40,000,000 ","$136,333,522 ",22,PG-13,"Jennifer Aniston, Gerard Butler, Giovanni Perez, Christine Baranski, Jason Sudeikis, Jeff Garlin, Ritchie Coster, Cathy Moriarty, Peter Greene, Joel Marsh Garland, Dorian Missick, Siobhan Fallon Hogan, Carol Kane, Adam Rose, Gio Perez, Jason Kolotouros, Matt Malloy, David Costabile, Mark Budd, Amanda Dutton, Adam LeFevre, Eddie J. Mitchell, Patrick Mitchell, Lou Sumrall, Eric Zuckerman, Lynda Gravatt, Jayne Houdyshell, Mary Testa, Harry Zittel, Charles Techman, Tracy Thorne, Charlie Hewson, Christian Borle, Brooke Allison Stroebele, Wally Dunn, Mike Sheehan, Joel Garland"
190,Hercules - La leggenda ha inizio,The Legend of Hercules,2014,2014.1.30,"Action, Adventure, Fantasy",99,"USA, Bulgaria, Germany",English,Renny Harlin,"Sean Hood, Daniel Giat",Summit Entertainment,4.2,"$70,000,000 ","$61,279,452 ",22,PG-13,"Kellan Lutz, Liam McIntyre, Scott Adkins, Liam Garrigan, Johnathon Schaech, Roxanne McKee, Rade Serbedzija, Gaia Weiss, Luke Newberry, Kenneth Cranham, Mariah Gale, Sarai Givaty, Dimitar Doichinov, Nikolai Sotirov, Radoslav Parvanov, Spencer Wilding, Bashar Rahal, Vladimir Mihailov, Kitodar Todorov, Stefan Shterev, Deana Stoyanova, Borislav Ivanov, Mihail Georgiev, Nikolay Petkov, Boris Pankin, Dimo Aleksiev, Rick Yudt, Georgi Zlatarev, Borislav Illiev, Stilyan Mavrov, Elitsa Rajeva, Raicho Vasilev, Stefan Shopov, Stefan Ivanov, Nikolay Hadjiminev, Orlin Pavlov, Svejen Ivanov Mladenov, Yavor Baharov, Richard Reid, Ivan Stoimenov, Ludomir Simeonov, Vladimir Kolev, Traian Milenov"
191,Il lato positivo - Silver Linings Playbook,Silver Linings Playbook,2012,2013.3.7,"Comedy, Drama, Romance",122,USA,English,David O. Russell,"David O. Russell, Matthew Quick",The Weinstein Company,7.7,"$21,000,000 ","$236,412,453 ",81,R,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver, Chris Tucker, Anupam Kher, John Ortiz, Shea Whigham, Julia Stiles, Paul Herman, Dash Mihok, Matthew Russell, Cheryl Williams, Patrick F. McDade, Brea Bee, Regency Boies, Phillip Chorba, Anthony Lawton, Patsy Meck, Maureen Torsney Weir, Maureen Torsney-Weir, Jeff Reim, Fritz Blanchette, Rick Foster, Bonnie Aarons, Ted Barba, Elias Birnbaum, Matthew Michels, Pete Postiglione, Richard A. Eklund, Sanjay Shende, Mihir Pathak, Ibrahim Syed, Madhu Narula, Samantha Gelnaw, Tiffany Green"
