,year,title,original_title,date_published,genre,duration,country,production_company,avg_vote,metascore,content_rating,oscar_name,oscar_category,oscar_winner,book,worlwide_gross_income1,worlwide_gross_income2,budget1,budget2
6980,2013,Life of Crime: Scambio a sorpresa,Life of Crime,2014-08-29,"Comedy, Crime",98,USA,Abbolita Productions,5.8,60.0,,,,,,$,1456675,$,12000000
6981,2013,Pacific Rim,Pacific Rim,2013-07-11,"Action, Adventure, Sci-Fi",131,USA,Warner Bros.,6.9,65.0,PG-13,,,,,$,411002906,$,190000000
6986,2013,Now You See Me - I maghi del crimine,Now You See Me,2013-07-11,"Crime, Mystery, Thriller",115,"USA, France",Summit Entertainment,7.3,50.0,PG-13,,,,,$,351723989,$,75000000
6996,2013,Intersections,Intersections,2013-01-30,"Action, Romance, Thriller",101,France,EuropaCorp,5.9,,,,,,,$,467282,EUR,7700000
6998,2013,Stoker,Stoker,2013-06-20,"Drama, Mystery, Thriller",99,"UK, USA",Fox Searchlight Pictures,6.8,58.0,R,,,,,$,12077441,$,12000000
6999,2013,Welcome to the Punch - Nemici di sangue,Welcome to the Punch,2013-03-15,"Action, Crime, Thriller",99,"UK, USA",Worldview Entertainment,6.1,49.0,R,,,,,$,3926386,$,8500000
7002,2013,Cattivissimo me 2,Despicable Me 2,2013-10-10,"Animation, Adventure, Comedy",98,"USA, France, Japan",Universal Pictures,7.3,62.0,PG,"Chris Renaud, Pierre Coffin and Chris Meledandri",ANIMATED FEATURE FILM,False,,$,970766005,$,76000000
7003,2013,Cattivissimo me 2,Despicable Me 2,2013-10-10,"Animation, Adventure, Comedy",98,"USA, France, Japan",Universal Pictures,7.3,62.0,PG,Music and Lyric by Pharrell Williams,MUSIC (Original Song),False,,$,970766005,$,76000000
7006,2013,Planes,Planes,2013-11-08,"Animation, Adventure, Comedy",91,USA,Prana Studios,5.7,39.0,PG,,,,,$,239258712,$,50000000
7009,2013,Peeples,Peeples,2013-05-10,"Comedy, Romance",95,USA,34th Street Films,5.3,52.0,PG-13,,,,,$,9307166,$,15000000
7011,2013,Vicino a te non ho paura,Safe Haven,2013-02-14,"Drama, Romance, Thriller",115,USA,Relativity Media,6.7,34.0,PG-13,,,,Safe Haven,$,97594140,$,28000000
7015,2013,Snowpiercer,Snowpiercer,2014-02-27,"Action, Drama, Sci-Fi",126,"South Korea, Czech Republic",SnowPiercer,7.1,84.0,R,,,,,$,86758912,$,39200000
7016,2013,The Last Days on Mars,The Last Days on Mars,2013-09-19,"Adventure, Horror, Sci-Fi",98,"UK, Ireland",British Film Institute (BFI),5.5,46.0,,,,,,$,187191,GBP,7000000
7019,2013,Seasons of Gray,Seasons of Gray,2013-09-01,Drama,90,USA,Watermark Films,6.7,,,,,,,$,70605,$,500000
7020,2013,Un compleanno da leoni,21 & Over,2014-01-09,Comedy,93,USA,Relativity Media,5.8,34.0,,,,,,$,48065672,$,13000000
7021,2013,The Spectacular Now,The Spectacular Now,2013-09-13,"Comedy, Drama, Romance",95,USA,Andrew Lauren Productions,7.1,82.0,R,,,,The Spectacular Now,$,6918591,$,2500000
7022,2013,Drift - Cavalca l'onda,Drift,2013-08-08,"Biography, Drama, Sport",113,Australia,World Wide Mind,6.3,35.0,R,,,,,$,1135498,AUD,11000000
7023,2013,Solo gli amanti sopravvivono,Only Lovers Left Alive,2014-05-15,"Comedy, Drama, Fantasy",123,"UK, Germany, Greece, France",Recorded Picture Company (RPC),7.3,79.0,R,,,,,$,7609187,$,7000000
7024,2013,Anna,Anna,2014-01-24,"Drama, Mystery, Sci-Fi",99,"Spain, USA, UK, France",The Safran Company,6.5,42.0,R,,,,,$,1257142,$,7000000
7025,2013,Anna,Anna,2014-01-24,"Drama, Mystery, Sci-Fi",99,"Spain, USA, UK, France",The Safran Company,6.5,42.0,R,,,,,$,1257142,$,7000000
7028,2013,Snake & Mongoose,Snake & Mongoose,2013-09-06,Sport,102,USA,Entertainment Universe,5.7,,,,,,,$,152200,$,3000000
7030,2013,Come ti spaccio la famiglia,We're the Millers,2013-09-12,"Comedy, Crime",110,"USA, UK",New Line Cinema,7.0,44.0,,,,,,$,269994119,$,37000000
7032,2013,C'era una volta un'estate,The Way Way Back,2013-11-28,"Comedy, Drama",103,USA,Sycamore Pictures,7.4,68.0,PG-13,,,,,$,26474920,$,5000000
7035,2013,Ender's Game,Ender's Game,2013-10-30,"Action, Adventure, Fantasy",114,USA,Summit Entertainment,6.6,51.0,PG-13,,,,Ender's Game,$,125544024,$,110000000
7040,2013,I truffatori,Pawn Shop Chronicles,2014-01-18,"Action, Comedy, Crime",112,USA,Anchor Bay Films,5.9,26.0,,,,,,$,10080,$,5000000
7042,2013,Blood Ties - La legge del sangue,Blood Ties,2013-10-30,"Action, Crime, Drama",127,"France, USA",Trésor Films,6.5,45.0,R,,,,,$,2566435,$,25500000
7053,2013,Worms,Worms,2013-12-20,"Animation, Adventure, Family",80,Brazil,Glaz Entertainment,4.6,,,,,,,$,688009,$,4500000
7055,2013,Diana - La storia segreta di Lady D,Diana,2013-10-03,"Biography, Drama, Romance",113,"UK, France, Sweden, Belgium",Ecosse Films,5.5,35.0,PG-13,,,,,$,21766271,$,15000000
7056,2013,The Do List - L'estate prima del college,The To Do List,2013-07-26,"Comedy, Romance",104,USA,3 Arts Entertainment,5.8,61.0,R,,,,,$,3909596,$,1500000
7057,2013,A spasso con i dinosauri,Walking with Dinosaurs 3D,2014-01-23,"Animation, Adventure, Family",87,"UK, Australia, USA",Animal Logic,5.2,37.0,,,,,,$,126546518,$,80000000
7062,2013,Il luogo delle ombre,Odd Thomas,2015-07-23,"Comedy, Fantasy, Horror",100,"USA, UK",Fusion Films (II),6.8,45.0,NR,,,,Odd Thomas,$,1149267,$,27000000
7071,2013,L'ultima ricchezza,The Ultimate Life,2013-09-06,"Drama, Romance",105,USA,The Ultimate Life,5.8,19.0,PG,,,,,$,1327841,$,3100000
7072,2013,Vikingdom,Vikingdom,2013-09-12,"Action, Adventure, Fantasy",114,"Malaysia, USA",KRU Studios,3.3,39.0,NR,,,,,$,747872,$,15600000
7073,2013,CBGB,CBGB,2013-10-11,"Crime, Drama, Music",102,USA,Unclaimed Freight Productions,6.6,30.0,R,,,,,$,40400,$,5000000
7076,2013,Savannah,Savannah,2014-04-25,"Drama, Family, History",101,USA,Unclaimed Freight Productions,5.9,25.0,PG-13,,,,,$,37240,$,5000000
7078,2013,This Is Martin Bonner,This Is Martin Bonner,2013-11-23,Drama,83,USA,600 West Productions,6.5,71.0,R,,,,,$,13888,$,42000
7079,2013,Lei,Her,2014-03-13,"Drama, Romance, Sci-Fi",126,USA,Annapurna Pictures,8.0,90.0,R,William Butler and Owen Pallett,MUSIC (Original Score),False,,$,48517427,$,23000000
7080,2013,Lei,Her,2014-03-13,"Drama, Romance, Sci-Fi",126,USA,Annapurna Pictures,8.0,90.0,R,Music by Karen O; Lyric by Karen O and Spike Jonze,MUSIC (Original Song),False,,$,48517427,$,23000000
7081,2013,Lei,Her,2014-03-13,"Drama, Romance, Sci-Fi",126,USA,Annapurna Pictures,8.0,90.0,R,"Megan Ellison, Spike Jonze and Vincent Landay, Producers",BEST PICTURE,False,,$,48517427,$,23000000
7082,2013,Lei,Her,2014-03-13,"Drama, Romance, Sci-Fi",126,USA,Annapurna Pictures,8.0,90.0,R,Production Design: K.K. Barrett; Set Decoration: Gene Serdena,PRODUCTION DESIGN,False,,$,48517427,$,23000000
7083,2013,Lei,Her,2014-03-13,"Drama, Romance, Sci-Fi",126,USA,Annapurna Pictures,8.0,90.0,R,Written by Spike Jonze,WRITING (Original Screenplay),True,,$,48517427,$,23000000
7085,2013,American Hustle - L'apparenza inganna,American Hustle,2014-01-01,"Crime, Drama",138,"USA, China",Columbia Pictures,7.2,90.0,R,Christian Bale,ACTOR IN A LEADING ROLE,False,,$,251171807,$,40000000
7086,2013,American Hustle - L'apparenza inganna,American Hustle,2014-01-01,"Crime, Drama",138,"USA, China",Columbia Pictures,7.2,90.0,R,Bradley Cooper,ACTOR IN A SUPPORTING ROLE,False,,$,251171807,$,40000000
7087,2013,American Hustle - L'apparenza inganna,American Hustle,2014-01-01,"Crime, Drama",138,"USA, China",Columbia Pictures,7.2,90.0,R,Amy Adams,ACTRESS IN A LEADING ROLE,False,,$,251171807,$,40000000
7088,2013,American Hustle - L'apparenza inganna,American Hustle,2014-01-01,"Crime, Drama",138,"USA, China",Columbia Pictures,7.2,90.0,R,Jennifer Lawrence,ACTRESS IN A SUPPORTING ROLE,False,,$,251171807,$,40000000
7089,2013,American Hustle - L'apparenza inganna,American Hustle,2014-01-01,"Crime, Drama",138,"USA, China",Columbia Pictures,7.2,90.0,R,Michael Wilkinson,COSTUME DESIGN,False,,$,251171807,$,40000000
7090,2013,American Hustle - L'apparenza inganna,American Hustle,2014-01-01,"Crime, Drama",138,"USA, China",Columbia Pictures,7.2,90.0,R,David O. Russell,DIRECTING,False,,$,251171807,$,40000000
7091,2013,American Hustle - L'apparenza inganna,American Hustle,2014-01-01,"Crime, Drama",138,"USA, China",Columbia Pictures,7.2,90.0,R,"Jay Cassidy, Crispin Struthers and Alan Baumgarten",FILM EDITING,False,,$,251171807,$,40000000
7092,2013,American Hustle - L'apparenza inganna,American Hustle,2014-01-01,"Crime, Drama",138,"USA, China",Columbia Pictures,7.2,90.0,R,"Charles Roven, Richard Suckle, Megan Ellison and Jonathan Gordon, Producers",BEST PICTURE,False,,$,251171807,$,40000000
7093,2013,American Hustle - L'apparenza inganna,American Hustle,2014-01-01,"Crime, Drama",138,"USA, China",Columbia Pictures,7.2,90.0,R,Production Design: Judy Becker; Set Decoration: Heather Loeffler,PRODUCTION DESIGN,False,,$,251171807,$,40000000
7094,2013,American Hustle - L'apparenza inganna,American Hustle,2014-01-01,"Crime, Drama",138,"USA, China",Columbia Pictures,7.2,90.0,R,Written by Eric Warren Singer and David O. Russell,WRITING (Original Screenplay),False,,$,251171807,$,40000000
7097,2013,As I Lay Dying,As I Lay Dying,2013-10-22,Drama,110,USA,Picture Entertainment,5.4,50.0,R,,,,As I Lay Dying,$,71759,$,5000000
7101,2013,5.5.5,5.5.5,2013-02-14,"Drama, Sci-Fi, Thriller",126,Argentina,3C Films Group,6.1,,,,,,,$,11273,$,100000
7104,2013,Admission - Matricole dentro o fuori,Admission,2013-03-22,"Comedy, Drama, Romance",108,USA,Focus Features,5.7,48.0,PG-13,,,,,$,18637201,$,13000000
7105,2013,Gerontophilia,Gerontophilia,2014-07-04,"Comedy, Romance",82,Canada,1976 Productions,6.3,48.0,NR,,,,,$,80038,CAD,2000000
7106,2013,After Earth,After Earth,2013-06-06,"Action, Adventure, Sci-Fi",100,USA,Columbia Pictures,4.8,33.0,PG-13,,,,,$,243611982,$,130000000
7109,2013,A Resurrection,A Resurrection,2013-03-22,"Horror, Thriller",89,USA,Jamie Kennedy Entertainment,3.9,,,,,,,$,10730,$,5000000
7112,2013,Nebraska,Nebraska,2014-01-16,"Adventure, Comedy, Drama",115,USA,Paramount Vantage,7.7,87.0,R,Bruce Dern,ACTOR IN A LEADING ROLE,False,,$,27682872,$,12000000
7113,2013,Nebraska,Nebraska,2014-01-16,"Adventure, Comedy, Drama",115,USA,Paramount Vantage,7.7,87.0,R,June Squibb,ACTRESS IN A SUPPORTING ROLE,False,,$,27682872,$,12000000
7114,2013,Nebraska,Nebraska,2014-01-16,"Adventure, Comedy, Drama",115,USA,Paramount Vantage,7.7,87.0,R,Phedon Papamichael,CINEMATOGRAPHY,False,,$,27682872,$,12000000
7115,2013,Nebraska,Nebraska,2014-01-16,"Adventure, Comedy, Drama",115,USA,Paramount Vantage,7.7,87.0,R,Alexander Payne,DIRECTING,False,,$,27682872,$,12000000
7116,2013,Nebraska,Nebraska,2014-01-16,"Adventure, Comedy, Drama",115,USA,Paramount Vantage,7.7,87.0,R,"Albert Berger and Ron Yerxa, Producers",BEST PICTURE,False,,$,27682872,$,12000000
7117,2013,Nebraska,Nebraska,2014-01-16,"Adventure, Comedy, Drama",115,USA,Paramount Vantage,7.7,87.0,R,Written by Bob Nelson,WRITING (Original Screenplay),False,,$,27682872,$,12000000
7119,2013,The Congress,The Congress,2014-06-12,"Animation, Drama, Sci-Fi",122,"Israel, Germany, Poland, Luxembourg, Belgium, France, USA, India",Bridgit Folman Film Gang,6.5,63.0,NR,,,,,$,758754,PLN,34148170
7120,2013,RED 2,RED 2,2013-08-21,"Action, Adventure, Comedy",116,"USA, France, Canada",Summit Entertainment,6.6,47.0,,,,,,$,148075565,$,84000000
7121,2013,Waar,Waar,2013-10-16,"Action, Crime, Drama",130,Pakistan,MindWorks Media,7.9,,,,,,,$,556003,PKR,180000000
7128,2013,3 Geezers!,3 Geezers!,2013-05-22,Comedy,81,USA,Rubber Tree Productions,3.3,9.0,,,,,,$,4175,$,1000000
7130,2013,Menú degustació,Menú degustació,2013-06-14,Comedy,85,"Spain, Ireland, France",Subotica Entertainment,5.6,29.0,,,,,,$,150718,EUR,2700000
7132,2013,Make Your Move,Make Your Move,2013-08-15,"Drama, Musical, Romance",110,"South Korea, USA",CJ Entertainment,5.7,40.0,PG-13,,,,,$,1583687,$,15000000
7140,2013,Il quinto potere,The Fifth Estate,2013-10-24,"Biography, Crime, Drama",128,"USA, India, Belgium",DreamWorks,6.2,49.0,R,,,,,$,9058564,$,28000000
7141,2013,La verità su Emanuel,The Truth About Emanuel,2014-01-10,"Drama, Thriller",95,"USA, Mexico",MRB Productions,6.0,41.0,NR,,,,,$,4404,$,1300000
7142,2013,Mister Morgan,Mr. Morgan's Last Love,2014-04-10,"Comedy, Drama, Romance",111,"Germany, Belgium, USA, France",Kaminski.Stiehm.Film GmbH,6.8,36.0,,,,,,$,2967122,$,8200000
7146,2013,The Face of Love,The Face of Love,2013-10-25,"Drama, Mystery, Romance",92,USA,Mockingbird Pictures,6.2,51.0,PG-13,,,,,$,1806548,$,4000000
7152,2013,Metro Manila,Metro Manila,2017-06-21,"Action, Crime, Drama",115,"UK, Philippines",Chocolate Frog Films,7.6,65.0,,,,,,$,200584,GBP,250000
7154,2013,The German Doctor (Wakolda),Wakolda,2014-05-08,"Drama, History, Thriller",93,"Argentina, Spain, Norway, France",Historias Cinematograficas Cinemania,6.7,62.0,,,,,,$,3635718,$,2000000
7158,2013,Percy Jackson e gli dei dell'Olimpo - Il mare dei mostri,Percy Jackson: Sea of Monsters,2013-09-12,"Adventure, Family, Fantasy",106,USA,Fox 2000 Pictures,5.8,39.0,PG,,,,,$,199850315,$,90000000
7164,2013,Last Passenger,Last Passenger,2013-10-18,"Action, Mystery, Thriller",97,UK,NDF International,5.7,66.0,R,,,,,$,54110,$,2500000
7168,2013,Turbo,Turbo,2013-08-19,"Animation, Adventure, Comedy",96,USA,DreamWorks Animation,6.4,58.0,PG,,,,,$,282570682,$,135000000
7175,2013,The East,The East,2013-07-04,"Adventure, Drama, Thriller",116,"UK, USA",Dune Entertainment,6.8,68.0,PG-13,,,,,$,2891812,$,6500000
7190,2013,Once Upon a Time in Mumbai Dobaara!,Once Upon a Time in Mumbai Dobaara!,2013-08-15,"Action, Crime, Drama",160,India,Balaji Motion Pictures,4.6,,,,,,,$,389237,INR,850000000
7191,2013,Redemption - Identità nascoste,Hummingbird,2013-09-26,"Action, Drama",100,"UK, USA",Lionsgate,6.2,43.0,,,,,,$,12671109,$,20000000
7193,2013,Come vivo ora,How I Live Now,2013-10-04,"Romance, Sci-Fi, Thriller",101,"UK, Canada",Film4,6.5,57.0,R,,,,How I Live Now,$,925762,$,8000000
7194,2013,Furious Speed - Curve pericolose,Combustión,2013-04-26,"Action, Adventure, Fantasy",99,Spain,Antena 3 Films,5.7,,,,,,,$,2577377,EUR,540000
7196,2013,Parker,Parker,2014-05-08,"Action, Crime, Thriller",118,USA,Incentive Filmed Entertainment,6.2,42.0,R,,,,,$,46922566,$,35000000
7198,2013,Fast & Furious 6,Furious 6,2013-05-21,"Action, Adventure, Thriller",130,"USA, Japan, Spain, UK",Universal Pictures,7.1,61.0,,,,,,$,788680968,$,160000000
7201,2013,The Call,The Call,2013-09-17,"Crime, Drama, Horror",96,USA,TriStar Pictures,6.7,51.0,R,,,,,$,68572631,$,13000000
7202,2013,Vehicle 19,Vehicle 19,2013-02-07,"Action, Thriller",85,USA,The Safran Company,4.9,29.0,R,,,,,$,1473445,$,5000000
7203,2013,Nurse - L'infermiera,Nurse 3-D,2013-10-24,"Horror, Thriller",84,"USA, Canada",Lions Gate Entertainment,4.5,29.0,,,,,,$,459815,$,10000000
7207,2013,Open Road,Open Road,2013-04-12,"Action, Drama, Thriller",85,"Brazil, USA",BB Film Productions,5.4,,,,,,,$,48985,$,3000000
7208,2013,Phantom,Phantom,2013-03-01,"Drama, History, Thriller",98,USA,RCR Media Group,5.9,40.0,R,,,,,$,1197759,$,18000000
7209,2013,The Investigator,The Investigator,2013-09-13,"Drama, Family, Sport",101,USA,Gabriel's Messenger Films,5.5,,,,,,,$,103739,$,1100000
7210,2013,La migliore offerta,La migliore offerta,2013-01-01,"Crime, Drama, Mystery",131,Italy,Paco Cinematografica,7.8,49.0,,,,,,$,20919703,EUR,13500000
7211,2013,In trance,Trance,2013-08-29,"Crime, Drama, Mystery",101,"UK, USA, France",Pathé,6.9,61.0,R,,,,,$,24261569,$,20000000
7213,2013,Officer Down,Officer Down,2013-02-21,"Crime, Drama, Thriller",98,USA,Jeff Most Productions,5.5,,,,,,,$,255080,$,12000000
7222,2013,Big Wedding,The Big Wedding,2014-06-26,"Comedy, Drama, Romance",89,USA,Two Ton Films,5.6,28.0,R,,,,,$,46522137,$,35000000
7225,2013,Cupcakes,Cupcakes,2013,"Comedy, Music",92,"Israel, France","Abott, Reif, Hameiri",6.1,64.0,NR,,,,,$,9129,EUR,2200000
7226,2013,The Last Days,Los últimos días,2013-03-27,"Horror, Sci-Fi, Thriller",100,"Spain, France",Morena Films,6.1,,,,,,,$,4343816,EUR,5000000
7228,2013,Amore per finta,One Small Hitch,2015-02-14,"Comedy, Romance",105,USA,Principle Entertainment,6.6,,PG-13,,,,,$,20700,$,500000
7231,2013,Lo sguardo di Satana - Carrie,Carrie,2014-01-16,"Drama, Horror",100,"USA, Canada",Metro-Goldwyn-Mayer (MGM),5.9,53.0,R,,,,Carrie,$,84790678,$,30000000
7232,2013,Lo sguardo di Satana - Carrie,Carrie,2014-01-16,"Drama, Horror",100,"USA, Canada",Metro-Goldwyn-Mayer (MGM),5.9,53.0,R,,,,Carrie,$,84790678,$,30000000
7233,2013,Lo sguardo di Satana - Carrie,Carrie,2014-01-16,"Drama, Horror",100,"USA, Canada",Metro-Goldwyn-Mayer (MGM),5.9,53.0,R,,,,Carrie,$,84790678,$,30000000
7234,2013,Lo sguardo di Satana - Carrie,Carrie,2014-01-16,"Drama, Horror",100,"USA, Canada",Metro-Goldwyn-Mayer (MGM),5.9,53.0,R,,,,Carrie,$,84790678,$,30000000
7235,2013,Lo sguardo di Satana - Carrie,Carrie,2014-01-16,"Drama, Horror",100,"USA, Canada",Metro-Goldwyn-Mayer (MGM),5.9,53.0,NR,,,,Carrie,$,84790678,$,30000000
7236,2013,Lo sguardo di Satana - Carrie,Carrie,2014-01-16,"Drama, Horror",100,"USA, Canada",Metro-Goldwyn-Mayer (MGM),5.9,53.0,NR,,,,Carrie,$,84790678,$,30000000
7237,2013,Lo sguardo di Satana - Carrie,Carrie,2014-01-16,"Drama, Horror",100,"USA, Canada",Metro-Goldwyn-Mayer (MGM),5.9,53.0,NR,,,,Carrie,$,84790678,$,30000000
7238,2013,Lo sguardo di Satana - Carrie,Carrie,2014-01-16,"Drama, Horror",100,"USA, Canada",Metro-Goldwyn-Mayer (MGM),5.9,53.0,NR,,,,Carrie,$,84790678,$,30000000
7245,2013,Clara e il segreto degli orsi,Clara und das Geheimnis der Bären,2013-03-15,Family,90,Switzerland,HesseGreutert Film AG,5.9,,,,,,,$,16158,CHF,4000000
7247,2013,C'era una volta a New York,The Immigrant,2014-01-16,"Drama, Romance",120,USA,Worldview Entertainment,6.6,77.0,R,,,,,$,5952884,$,16000000
7249,2013,Una notte da leoni 3,The Hangover Part III,2013-05-30,"Comedy, Crime, Romance",100,USA,Green Hat Films,5.8,30.0,R,,,,,$,362000072,$,103000000
7250,2013,Hunger Games: La ragazza di fuoco,The Hunger Games: Catching Fire,2013-11-27,"Action, Adventure, Mystery",146,USA,Color Force,7.5,76.0,PG-13,,,,,$,865011746,$,130000000
7252,2013,Borgman,Borgman,2013-08-29,"Drama, Horror, Mystery",113,"Netherlands, Belgium, Denmark",Graniet Film BV,6.7,66.0,R,,,,,$,1052010,EUR,3100000
7265,2013,Stalingrad,Stalingrad,2013-10-10,"Action, Drama, War",131,Russia,Art Pictures Studio,5.6,49.0,R,,,,,$,68316452,$,30000000
7267,2013,Un giorno come tanti,Labor Day,2014-01-31,"Drama, Romance, Thriller",111,USA,Indian Paintbrush,6.9,52.0,PG-13,,,,Labor Day,$,20275812,$,18000000
7277,2013,Final Recipe,Final Recipe,2016-08-26,Drama,97,"South Korea, Thailand, Singapore",CJ Entertainment,6.8,,,,,,,$,280437,$,8000000
7280,2013,Rush,Rush,2013-09-19,"Action, Biography, Drama",123,"UK, Germany, USA",Exclusive Media Group,8.1,74.0,R,,,,Rush,$,96983009,$,38000000
7281,2013,Rush,Rush,2013-09-19,"Action, Biography, Drama",123,"UK, Germany, USA",Exclusive Media Group,8.1,74.0,R,,,,Rush,$,96983009,$,38000000
7282,2013,Rush,Rush,2013-09-19,"Action, Biography, Drama",123,"UK, Germany, USA",Exclusive Media Group,8.1,74.0,R,,,,Rush,$,96983009,$,38000000
7283,2013,Rush,Rush,2013-09-19,"Action, Biography, Drama",123,"UK, Germany, USA",Exclusive Media Group,8.1,74.0,R,,,,Rush,$,96983009,$,38000000
7284,2013,Pain & Gain - Muscoli e denaro,Pain & Gain,2013-07-18,"Action, Comedy, Crime",129,USA,Paramount Pictures,6.4,45.0,R,,,,,$,87305549,$,26000000
7285,2013,Tutto può cambiare,Begin Again,2014-10-16,"Comedy, Drama, Music",104,USA,Exclusive Media Group,7.4,62.0,R,,,,,$,63464861,$,8000000
7286,2013,Lo straordinario viaggio di T.S. Spivet,The Young and Prodigious T.S. Spivet,2015-05-24,"Action, Adventure, Comedy",105,"France, Canada",Epithète Films,7.1,53.0,,,,,,$,9494789,$,33000000
7287,2013,Thor: The Dark World,Thor: The Dark World,2013-11-20,"Action, Adventure, Fantasy",112,USA,Marvel Studios,6.9,54.0,PG-13,,,,,$,644783140,$,170000000
7288,2013,Exit Marrakech,Exit Marrakech,2013-10-24,"Adventure, Drama",123,Germany,Desert Flower Filmproduktion,6.3,,,,,,,$,3291151,EUR,6000000
7290,2013,Alla ricerca di Jane,Austenland,2013-11-21,"Comedy, Romance",97,"UK, USA",Fickle Fish Films,6.3,42.0,PG-13,,,,Austenland,$,2313509,GBP,4900000
7293,2013,Piovono polpette 2 - La rivincita degli avanzi,Cloudy with a Chance of Meatballs 2,2013-12-25,"Animation, Adventure, Comedy",95,USA,Columbia Pictures,6.4,59.0,PG,,,,,$,274325949,$,78000000
7295,2013,Alone Yet Not Alone,Alone Yet Not Alone,2013-09-27,"Action, Drama, History",103,USA,Enthuse Entertainment,4.6,,,Music by Bruce Broughton; Lyric by Dennis Spiegel,MUSIC (Original Song),False,,$,887851,$,7000000
7302,2013,L'altra Heimat - Cronaca di un sogno,Die andere Heimat - Chronik einer Sehnsucht,2015-03-31,"Drama, History",231,"Germany, France",Edgar Reitz Film (ERF),7.9,70.0,,,,,,$,1601058,EUR,8000000
7305,2013,Machete Kills,Machete Kills,2013-11-07,"Action, Crime, Thriller",107,"USA, Russia",AR Films,5.6,41.0,R,,,,,$,17496820,$,20000000
7306,2013,King's Faith,King's Faith,2013-04-26,Drama,108,USA,DiBella Films Ltd.,6.5,,,,,,,$,90106,$,650000
7308,2013,Wolf Creek 2 - La preda sei tu,Wolf Creek 2,2015-06-10,"Action, Horror, Thriller",106,Australia,Screen Australia,6.1,44.0,R,,,,,$,4383978,$,7200000
7310,2013,Il cacciatore di donne,The Frozen Ground,2013-10-03,"Crime, Drama, Thriller",105,USA,Grindstone Entertainment Group,6.4,37.0,R,,,,,$,5617460,$,27220000
7314,2013,Believe,Believe,2014-07-25,"Drama, Sport",96,UK,Bill and Ben Productions,5.7,39.0,PG,,,,,$,283995,$,6000000
7317,2013,Repentance,Repentance,2014-09-25,"Drama, Horror, Thriller",90,USA,Tommy 2.0 LLC,4.9,,R,,,,,$,1194961,$,5000000
